locality,property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,is_house,postal_code,wallonie_bx,building_state
8560 Wevelgem,Apartment,Apartment,208000.0,2.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.381,0.155,0,8560,0,6.0
1650 Beersel,House,Residence,439755.0,3.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,3.0,0.0,2.0,0.848,0.351,1,1650,0,10.0
6220 Fleurus,House,Villa,379000.0,5.0,243.0,1.0,0.0,1.0,28.0,1.0,776.0,960.0,4.0,0.0,2.0,2.2,0.137,1,6220,1,6.0
2290 Vorselaar,House,Residence,459000.0,3.0,151.0,0.0,0.0,1.0,0.0,1.0,0.0,478.0,4.0,0.0,2.0,9.5,1.7,1,2290,0,10.0
2440 Geel,House,Residence,389000.0,5.0,251.0,0.0,0.0,1.0,0.0,1.0,0.0,597.0,4.0,0.0,2.0,3.4,0.263,1,2440,0,6.0
5170 Profondeville,House,Residence,289000.0,3.0,195.0,1.0,0.0,1.0,20.0,1.0,400.0,561.0,3.0,0.0,2.0,6.3,0.143,1,5170,1,6.0
8000 Brugge,House,Residence,485000.0,3.0,282.0,0.0,0.0,1.0,0.0,1.0,0.0,789.0,2.0,0.0,2.0,3.5,0.095,1,8000,0,5.0
8760 Meulebeke,House,Residence,329000.0,3.0,128.0,0.0,0.0,0.0,0.0,1.0,0.0,349.0,3.0,0.0,2.0,5.7,0.173,1,8760,0,5.0
3890 Gingelom,House,Residence,265000.0,4.0,303.0,0.0,0.0,0.0,0.0,1.0,0.0,1055.0,4.0,0.0,2.0,8.3,0.032,1,3890,0,5.0
8400 Oostende,Apartment,Apartment,164999.0,1.0,60.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.4,0.009,0,8400,0,4.0
6220 Fleurus,Apartment,Apartment,206500.0,2.0,79.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,2.3,0,6220,1,5.0
8200 Sint-Andries,House,Residence,449000.0,3.0,176.0,1.0,0.0,1.0,18.0,1.0,250.0,561.0,4.0,0.0,2.0,2.9,0.168,1,8200,0,6.0
4800 Verviers,House,Residence,115000.0,5.0,176.0,1.0,0.0,0.0,0.0,0.0,0.0,55.0,2.0,0.0,2.0,0.685,0.098,1,4800,1,4.0
4700 Eupen,Apartment,Apartment,335000.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.7,0.82,0,4700,1,5.0
8380 Zeebrugge,Apartment,Apartment,259000.0,2.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.609,0,8380,0,8.0
9000 Gent,House,Residence,340000.0,4.0,125.0,1.0,0.0,1.0,10.0,0.0,0.0,93.0,2.0,0.0,1.0,2.3,0.268,1,9000,0,8.0
4900 Spa,House,Master House,440000.0,6.0,352.0,1.0,0.0,1.0,0.0,1.0,0.0,425.0,3.0,0.0,4.0,0.405,0.111,1,4900,1,9.0
1410 Waterloo,Apartment,Ground Floor,425000.0,2.0,95.0,1.0,0.0,1.0,30.0,1.0,0.0,0.0,4.0,0.0,1.0,1.6,0.267,0,1410,1,6.0
1495 Marbais,Apartment,Ground Floor,90000.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.2,0.05,0,1495,1,4.0
6780 Messancy,House,Residence,426000.0,5.0,307.0,1.0,0.0,1.0,36.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.755,0.291,1,6780,1,5.0
7100 La Louvière,House,Residence,298000.0,2.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,2.0,0.0,2.0,1.1,0.217,1,7100,1,5.0
3650 Dilsen-Stokkem,House,Residence,325000.0,3.0,152.0,0.0,0.0,1.0,0.0,1.0,0.0,805.0,4.0,0.0,2.0,2.472569206067988,0.822,1,3650,0,5.0
9300 Aalst,House,Residence,415000.0,4.0,175.0,1.0,0.0,1.0,0.0,1.0,0.0,232.0,2.0,0.0,2.0,1.1,0.291,1,9300,0,6.0
4020 Liege,Apartment,Studio,82500.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.5,0.041,0,4020,1,6.0
2100 Deurne,Apartment,Apartment,235000.0,2.0,92.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.223,0,2100,0,6.0
1160 Oudergem,Apartment,Apartment,370000.0,1.0,75.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.9,0.144,0,1160,1,6.0
9000 Gent,House,Residence,239000.0,2.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,0.0,2.0,2.4,0.008,1,9000,0,6.0
8470 Gistel,House,Residence,349000.0,4.0,151.0,1.0,0.0,1.0,0.0,1.0,0.0,250.0,3.0,0.0,1.0,10.2,0.133,1,8470,0,10.0
1150 Sint-Pieters-Woluwe,Apartment,Apartment,695000.0,3.0,130.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.5,0.37,0,1150,1,9.0
3800 Sint-Truiden,Apartment,Apartment,476077.0,3.0,111.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.06,0,3800,0,10.0
1000 Brussels,Apartment,Apartment,149000.0,1.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.68,0.118,0,1000,1,5.0
9450 Haaltert,Apartment,Duplex,275000.0,3.0,100.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,3.4,0.527,0,9450,0,6.0
7608 Wiers,House,Residence,285000.0,5.0,189.0,0.0,0.0,1.0,0.0,1.0,0.0,1485.0,4.0,0.0,1.0,1.6,0.15,1,7608,1,5.0
7700 Mouscron,House,Residence,219900.0,3.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,2.707469745444429,0.0,2.0,1.1,0.913,1,7700,1,4.0
5660 Couvin,House,Residence,180000.0,3.0,110.0,0.0,0.0,1.0,0.0,1.0,0.0,300.0,2.707469745444429,0.0,2.0,0.37,0.371,1,5660,1,5.0
1480 Tubize,Apartment,Apartment,255000.0,2.0,82.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.527,0.016,0,1480,1,6.0
4020 Liege,Apartment,Apartment,219000.0,2.0,96.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.6,0.185,0,4020,1,6.0
4681 Hermalle-sous-Argenteau,Apartment,Apartment,458200.0,3.0,141.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,3.0,0.0,1.0,1.7,0.013,0,4681,1,10.0
6150 Anderlues,House,Residence,195000.0,3.0,150.0,0.0,0.0,1.0,10.0,1.0,100.0,0.0,3.0,0.0,2.0,3.9,0.112,1,6150,1,9.0
3500 Hasselt,Apartment,Apartment,1195000.0,3.0,216.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,3.0,1.9,0.199,0,3500,0,5.0
5000 Namur,Apartment,Apartment,175000.0,1.0,45.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.796,0.155,0,5000,1,6.0
1420 Braine-l'Alleud,Apartment,Apartment,476200.0,3.0,136.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,2.0,2.7,0.106,0,1420,1,10.0
6061 Montignies-sur-Sambre,House,Residence,285000.0,3.0,219.0,0.0,0.0,1.0,0.0,1.0,0.0,390.0,3.0,0.0,2.0,2.5,0.575,1,6061,1,9.0
7500 Tournai,Apartment,Apartment,150000.0,2.0,74.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.4,0.066,0,7500,1,6.0
3130 Begijnendijk,House,Residence,239000.0,3.0,123.0,1.0,0.0,1.0,0.0,1.0,0.0,475.0,4.0,0.0,1.0,2.0,0.66,1,3130,0,5.0
2830 Willebroek,Apartment,Apartment,260000.0,1.0,96.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.329,0.085,0,2830,0,10.0
8370 Blankenberge,Apartment,Apartment,129000.0,1.0,52.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.835,0.375,0,8370,0,4.0
5002 Saint-Servais,Apartment,Apartment,149000.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.607,0.065,0,5002,1,3.0
4100 Seraing,House,Residence,265000.0,3.0,177.0,0.0,0.0,1.0,0.0,1.0,102.0,228.0,3.0,0.0,2.0,3.6,0.183,1,4100,1,6.0
8930 Menen,House,Residence,219000.0,4.0,134.0,0.0,0.0,0.0,0.0,1.0,50.0,120.0,2.0,0.0,2.0,0.94,0.095,1,8930,0,6.0
1410 Waterloo,Apartment,Duplex,349000.0,3.0,110.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,2.0,0.0,1.0,1.6,0.267,0,1410,1,6.0
1300 Wavre,House,Residence,675000.0,4.0,250.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,0.879,0.2,1,1300,1,5.0
1560 Hoeilaart,House,Residence,1950000.0,5.0,950.0,0.0,0.0,1.0,0.0,1.0,10002.0,10002.0,4.0,1.0,9.0,2.2,0.182,1,1560,0,6.0
8450 Bredene,Apartment,Apartment,145000.0,2.0,78.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,4.8,0.461,0,8450,0,4.0
4130 Esneux,House,Residence,145000.0,2.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.693,0.037,1,4130,1,5.0
9700 Oudenaarde,House,Residence,175000.0,3.0,189.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.1,0.169,1,9700,0,6.0
4020 Liege,Apartment,Apartment,125000.0,2.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.8,0.103,0,4020,1,4.0
9080 Lochristi,House,Residence,552024.0,3.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,4.0,0.0,2.0,3.8,0.347,1,9080,0,10.0
2235 Hulshout,House,Residence,492500.0,3.0,210.0,0.0,0.0,1.0,0.0,1.0,0.0,800.0,4.0,0.0,2.0,5.9,0.615,1,2235,0,5.0
2620 Hemiksem,House,Residence,198000.0,3.0,110.0,0.0,0.0,1.0,20.0,1.0,0.0,121.0,2.0,0.0,1.0,1.0,0.034,1,2620,0,5.0
8400 Oostende,Apartment,Apartment,169000.0,2.0,63.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.5,0.217,0,8400,0,9.0
5660 Couvin,House,Residence,189000.0,2.0,133.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.3,1.7,1,5660,1,6.0
2180 Ekeren,Apartment,Ground Floor,289000.0,2.0,90.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,3.0,0.0,1.0,0.612,0.528,0,2180,0,6.0
7700 Mouscron,House,Villa,299000.0,3.0,178.0,0.0,0.0,1.0,0.0,1.0,0.0,660.0,2.707469745444429,0.0,1.0,0.969,0.108,1,7700,1,4.0
6060 Gilly,Apartment,Apartment,100000.0,2.0,80.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.6,0.036,0,6060,1,5.0
2580 Putte,House,Residence,850000.0,5.0,390.0,0.0,0.0,1.0,0.0,1.0,0.0,800.0,2.707469745444429,0.0,2.0,4.2,0.304,1,2580,0,5.0
1970 Wezembeek-Oppem,House,Residence,845000.0,3.0,200.0,1.0,0.0,1.0,20.0,1.0,325.0,590.0,3.0,0.0,2.0,5.7,0.562,1,1970,0,6.0
1000 Brussels,Apartment,Apartment,599000.0,7.0,213.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.3,0.391,0,1000,1,6.0
3580 Beringen,House,Residence,409000.0,3.0,147.0,0.0,0.0,0.0,0.0,1.0,0.0,2093.0,4.0,0.0,1.0,2.9,0.456,1,3580,0,6.0
6940 Durbuy,Apartment,Apartment,659000.0,2.0,127.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.1,0.612,0,6940,1,5.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,620000.0,3.0,115.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,3.0,4.2,0.207,0,1200,1,10.0
8870 Izegem,House,Residence,240000.0,3.0,165.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.861,0.428,1,8870,0,8.0
1480 Tubize,Apartment,Penthouse,398585.0,3.0,126.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.5,0.409,0,1480,1,5.0
7100 La Louvière,House,Mixed Building,245000.0,2.0,180.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.657,0.012,1,7100,1,5.0
8780 Oostrozebeke,House,Residence,449000.0,5.0,269.0,1.0,0.0,1.0,60.0,1.0,300.0,680.0,4.0,0.0,2.0,7.5,0.239,1,8780,0,6.0
9620 Zottegem,House,Residence,390000.0,3.0,153.0,1.0,0.0,1.0,0.0,1.0,985.0,986.0,3.0,0.0,2.0,3.0,0.32696615201900237,1,9620,0,10.0
2150 Borsbeek,Apartment,Penthouse,193500.0,2.0,72.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,2.0,0.0,1.0,4.2,0.448,0,2150,0,6.0
1370 Jodoigne,Apartment,Apartment,226000.0,1.0,75.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.238,0,1370,1,10.0
1030 Schaarbeek,House,Mixed Building,1720000.0,6.0,573.0,1.0,0.0,0.0,0.0,0.0,0.0,250.0,2.0,0.0,8.0,0.82,0.1,1,1030,1,6.0
4031 Angleur,Apartment,Ground Floor,205000.0,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,2.3,0.062,0,4031,1,10.0
7100 La Louvière,House,Residence,382566.0,3.0,170.0,0.0,0.0,1.0,30.0,1.0,0.0,998.0,3.0,0.0,2.0,2.9,0.202,1,7100,1,10.0
1160 Oudergem,Apartment,Apartment,649000.0,2.0,91.0,1.0,0.0,1.0,0.0,1.0,142.0,0.0,2.0,0.0,1.0,2.4,0.555,0,1160,1,9.0
8940 Wervik,House,Residence,145000.0,3.0,141.0,1.0,0.0,1.0,20.0,1.0,100.0,180.0,2.0,0.0,1.0,0.224,0.244,1,8940,0,3.0
1640 Sint-Genesius-Rode,House,Villa,975000.0,4.0,220.0,1.0,0.0,1.0,25.0,1.0,0.0,5156.0,4.0,0.0,2.0,0.557,0.202,1,1640,0,9.0
6030 Marchienne-au-Pont,House,Mixed Building,259999.0,3.0,250.0,1.0,0.0,1.0,40.0,1.0,486.0,86.0,2.0,0.0,2.0,1.0,0.003,1,6030,1,6.0
8000 Brugge,House,Residence,345000.0,1.0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,49.0,2.707469745444429,0.0,1.0,1.7,0.162,1,8000,0,5.0
7340 Colfontaine,House,Residence,215000.0,3.0,180.0,1.0,0.0,1.0,0.0,1.0,244.0,299.0,2.0,0.0,2.0,4.8,0.176,1,7340,1,6.0
1060 Sint-Gillis,Apartment,Apartment,400000.0,2.0,135.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.2,0.305,0,1060,1,4.0
3600 Genk,House,Residence,259000.0,3.0,140.0,1.0,0.0,1.0,0.0,1.0,0.0,595.0,2.707469745444429,0.0,2.0,5.3,0.443,1,3600,0,5.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,175000.0,2.0,124.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,2.0,0.0,1.0,1.7,0.233,0,1080,1,4.0
7170 Manage,Apartment,Apartment,115000.0,2.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.311,0,7170,1,9.0
9660 Brakel,House,Residence,460364.0,3.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,4.0,0.0,2.0,4.9,0.008,1,9660,0,10.0
1480 Tubize,House,Residence,380000.0,4.0,184.0,1.0,0.0,1.0,25.0,1.0,500.0,500.0,2.0,0.0,1.0,0.527,0.016,1,1480,1,6.0
2830 Willebroek,House,Residence,195000.0,3.0,121.0,0.0,0.0,0.0,0.0,1.0,0.0,155.0,2.0,0.0,2.0,1.4,0.302,1,2830,0,4.0
3070 Kortenberg,House,Residence,340000.0,3.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,356.0,2.0,0.0,2.0,1.6,0.315,1,3070,0,5.0
2200 Herentals,Apartment,Apartment,239000.0,3.0,95.0,0.0,0.0,1.0,36.0,0.0,0.0,0.0,2.0,0.0,1.0,0.865,0.266,0,2200,0,9.0
3090 Overijse,House,Residence,718000.0,4.0,190.0,0.0,0.0,1.0,0.0,1.0,0.0,570.0,3.0,0.0,2.0,4.8,0.194,1,3090,0,10.0
2300 Turnhout,Apartment,Apartment,212000.0,1.0,59.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,3.0,0.0,1.0,1.3,0.167,0,2300,0,10.0
8620 Nieuwpoort,Apartment,Ground Floor,325000.0,2.0,72.0,0.0,0.0,1.0,20.0,1.0,28.0,0.0,2.707469745444429,1.0,2.0,10.6,0.908,0,8620,0,10.0
4053 Embourg,House,Residence,545000.0,3.0,288.0,0.0,0.0,1.0,0.0,1.0,535.0,651.0,4.0,0.0,2.0,2.8,0.206,1,4053,1,5.0
5000 Namur,House,Residence,795000.0,1.0,236.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,0.0,2.0,0.713,0.425,1,5000,1,5.0
8400 Oostende,Apartment,Apartment,399000.0,1.0,400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,1.3,0.127,0,8400,0,4.0
7140 Morlanwelz,House,Residence,130000.0,3.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.659,0.278,1,7140,1,4.0
4420 Saint-Nicolas,House,Residence,159000.0,2.0,85.0,1.0,0.0,1.0,7.0,1.0,20.0,80.0,2.0,0.0,2.0,2.7,0.01,1,4420,1,3.0
4520 Wanze,House,Residence,335000.0,4.0,139.0,1.0,0.0,1.0,55.0,1.0,1400.0,1686.0,4.0,0.0,2.0,3.3,9.2,1,4520,1,6.0
6790 Aubange,Apartment,Apartment,245000.0,2.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.374,0.017,0,6790,1,6.0
1140 Evere,Apartment,Apartment,295000.0,1.0,75.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,1.3,0.11,0,1140,1,6.0
2560 Nijlen,House,Residence,349000.0,3.0,186.0,0.0,0.0,1.0,0.0,1.0,0.0,395.0,3.0,0.0,2.0,0.665,0.578,1,2560,0,5.0
9230 Wetteren,House,Residence,454000.0,4.0,181.0,1.0,0.0,0.0,0.0,1.0,0.0,386.0,3.0,0.0,2.0,0.567,0.025,1,9230,0,10.0
6830 Bouillon,House,Residence,140000.0,3.0,209.0,0.0,0.0,1.0,0.0,1.0,520.0,520.0,2.0,0.0,2.0,2.472569206067988,3.3,1,6830,1,9.0
1400 Nivelles,House,Residence,310000.0,4.0,197.0,1.0,0.0,1.0,33.0,1.0,0.0,124.0,2.0,0.0,2.0,1.2,0.022,1,1400,1,6.0
1300 Wavre,House,Villa,1150000.0,6.0,350.0,1.0,0.0,1.0,30.0,1.0,2500.0,4800.0,4.0,1.0,3.0,0.739,0.31,1,1300,1,6.0
4500 Huy,Apartment,Apartment,199500.0,3.0,110.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.815,0.067,0,4500,1,6.0
3000 Leuven,Apartment,Studio,299000.0,1.0,37.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,0.312,0.22,0,3000,0,6.0
1030 Schaarbeek,Apartment,Apartment,375000.0,3.0,131.0,0.0,0.0,1.0,16.0,1.0,50.0,0.0,2.707469745444429,0.0,2.0,1.4,0.048,0,1030,1,6.0
2870 Puurs-Sint-Amands,Apartment,Apartment,240000.0,2.0,111.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.2,0.125,0,2870,0,6.0
1090 Jette,Apartment,Apartment,199000.0,1.0,58.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.727,0.113,0,1090,1,6.0
1140 Evere,Apartment,Penthouse,435000.0,3.0,107.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.459,0,1140,1,10.0
1080 Sint-Jans-Molenbeek,Apartment,Apartment,199000.0,3.0,110.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.1,0.087,0,1080,1,6.0
1030 Schaarbeek,Apartment,Apartment,649000.0,5.0,186.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.81,0.243,0,1030,1,6.0
6700 Arlon,House,Residence,590000.0,3.0,179.0,0.0,0.0,1.0,0.0,1.0,0.0,624.0,2.0,0.0,2.0,3.9,0.905,1,6700,1,10.0
8400 Oostende,Apartment,Apartment,170000.0,2.0,75.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.4,0.105,0,8400,0,5.0
2490 Balen,House,Residence,289000.0,3.0,193.0,0.0,0.0,1.0,0.0,1.0,0.0,882.0,4.0,0.0,2.0,1.7,0.363,1,2490,0,5.0
8400 Oostende,House,Residence,365000.0,3.0,166.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.884,0.283,1,8400,0,8.0
3200 Aarschot,Apartment,Apartment,258952.0,1.0,76.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,2.0,2.0,0.44,0,3200,0,5.0
1140 Evere,Apartment,Apartment,342000.0,1.0,70.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.4,0.083,0,1140,1,10.0
8310 Sint-Kruis,House,Mixed Building,430000.0,4.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.4,0.207,1,8310,0,8.0
3090 Overijse,House,Residence,629000.0,4.0,194.0,0.0,0.0,1.0,0.0,1.0,0.0,749.0,4.0,0.0,2.0,6.9,0.848,1,3090,0,9.0
1410 Waterloo,House,Villa,795000.0,5.0,310.0,1.0,0.0,1.0,0.0,1.0,889.0,889.0,4.0,0.0,3.0,1.6,0.267,1,1410,1,9.0
1081 Koekelberg,Apartment,Apartment,189000.0,2.0,85.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.767,0.02,0,1081,1,5.0
1500 Halle,Apartment,Apartment,255000.0,2.0,83.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,1.1,0.106,0,1500,0,6.0
6000 Charleroi,House,Residence,180000.0,4.0,135.0,0.0,0.0,0.0,0.0,1.0,237.0,300.0,2.0,0.0,2.0,2.5,0.166,1,6000,1,6.0
2170 Merksem,Apartment,Apartment,245000.0,2.0,88.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,1.3,0.237,0,2170,0,8.0
1330 Rixensart,Apartment,Apartment,330000.0,2.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.245,0.389,0,1330,1,9.0
1180 Ukkel,Apartment,Apartment,395000.0,3.0,120.0,1.0,0.0,1.0,36.0,0.0,0.0,0.0,2.0,0.0,2.0,2.2,0.403,0,1180,1,4.0
8470 Gistel,House,Residence,429643.0,4.0,186.0,1.0,0.0,1.0,0.0,1.0,0.0,320.0,3.0,0.0,2.0,10.8,0.681,1,8470,0,9.0
3680 Maaseik,Apartment,Apartment,320000.0,2.0,91.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.326,0,3680,0,5.0
9520 Sint-Lievens-Houtem,House,Residence,336000.0,2.0,81.0,1.0,0.0,1.0,7.0,1.0,110.0,170.0,4.0,0.0,1.0,6.1,0.415,1,9520,0,10.0
2300 Turnhout,Apartment,Apartment,225000.0,1.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.841,0.088,0,2300,0,10.0
4000 Liege,House,Residence,189000.0,2.0,100.0,0.0,0.0,1.0,0.0,1.0,866.0,966.0,4.0,0.0,1.0,1.9,0.637,1,4000,1,4.0
1410 Waterloo,House,Villa,450000.0,3.0,165.0,0.0,0.0,1.0,30.0,1.0,0.0,770.0,4.0,0.0,2.0,1.1,0.207,1,1410,1,5.0
3890 Gingelom,House,Residence,84500.0,2.0,105.0,0.0,0.0,0.0,0.0,1.0,0.0,797.0,2.707469745444429,0.0,2.0,4.5,0.508,1,3890,0,5.0
1210 Sint-Joost-ten-Node,Apartment,Apartment,219000.0,2.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.926,0.092,0,1210,1,3.0
3500 Hasselt,Apartment,Penthouse,642007.0,2.0,132.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.7,0.272,0,3500,0,9.0
3920 Lommel,House,Bungalow,570000.0,3.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,4.0,0.0,1.0,1.9,0.621,1,3920,0,4.0
1050 Elsene,Apartment,Apartment,225000.0,2.0,65.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.995,0.239,0,1050,1,5.0
1410 Waterloo,House,Residence,1399000.0,4.0,293.0,1.0,0.0,1.0,0.0,1.0,1000.0,1389.0,4.0,1.0,3.0,1.6,0.267,1,1410,1,6.0
4420 Saint-Nicolas,House,Residence,159000.0,3.0,269.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.0,0.0,3.0,1.2,0.064,1,4420,1,4.0
2580 Putte,House,Residence,495000.0,3.0,269.0,0.0,0.0,1.0,0.0,1.0,0.0,251.0,2.707469745444429,0.0,2.0,4.3,0.108,1,2580,0,10.0
9000 Gent,Apartment,Apartment,1370500.0,2.0,175.0,1.0,0.0,1.0,30.0,1.0,0.0,0.0,2.0,0.0,2.0,1.5,0.079,0,9000,0,10.0
2250 Olen,House,Residence,380000.0,3.0,184.0,0.0,0.0,1.0,29.0,1.0,35.0,0.0,2.707469745444429,0.0,2.0,5.1,0.362,1,2250,0,10.0
1160 Oudergem,House,Residence,399000.0,1.0,85.0,1.0,0.0,1.0,0.0,1.0,0.0,240.0,2.0,0.0,1.0,1.6,0.573,1,1160,1,4.0
