locality,property_type,subtype,price_eur,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,num_bathrooms,dist_train_km,dist_bus_km,is_house,postal_code,wallonie_bx,building_state
4000 Liege,Apartment,Apartment,700000.0,2.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.2,0.335,0,4000,1,5.0
1050 Elsene,House,Residence,450000.0,4.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,2.0,0.87,0.085,1,1050,1,6.0
3520 Zonhoven,House,Residence,415360.0,3.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0,3.0,0.0,2.0,1.8,0.452,1,3520,0,10.0
6010 Couillet,House,Residence,170000.0,2.0,81.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.8,0.511,1,6010,1,6.0
9500 Geraardsbergen,Apartment,Apartment,310999.0,2.0,94.0,1.0,0.0,1.0,28.0,0.0,0.0,0.0,3.0,0.0,1.0,0.633,0.32696615201900237,0,9500,0,5.0
7090 Braine-le-Comte,Apartment,Apartment,130000.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.472,0.274,0,7090,1,6.0
7850 Enghien,House,Residence,650000.0,5.0,526.0,0.0,0.0,1.0,0.0,1.0,0.0,3745.0,3.0,0.0,2.0,0.533,0.124,1,7850,1,6.0
1200 Sint-Lambrechts-Woluwe,Apartment,Penthouse,1200000.0,3.0,176.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0,2.0,0.0,2.0,2.8,0.092,0,1200,1,10.0
1030 Schaarbeek,Apartment,Apartment,135000.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.5,0.405,0,1030,1,4.0
8660 De Panne,House,Residence,740000.0,3.0,221.0,0.0,0.0,1.0,0.0,1.0,0.0,1208.0,4.0,0.0,2.0,1.9,2.2,1,8660,0,5.0
1400 Nivelles,Apartment,Apartment,130000.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.107,0,1400,1,5.0
3700 Tongeren,Apartment,Apartment,310000.0,3.0,187.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,2.0,0.0,2.0,0.41,0.104,0,3700,0,4.0
2960 Brecht,House,Residence,554858.0,3.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,4.0,0.0,2.0,1.3,0.124,1,2960,0,10.0
2830 Willebroek,Apartment,Apartment,422000.0,2.0,107.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.3,0.254,0,2830,0,5.0
2490 Balen,House,Residence,249000.0,3.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,300.0,3.0,0.0,2.0,3.2,0.827,1,2490,0,5.0
4020 Liege,Apartment,Studio,90000.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.118,0,4020,1,4.0
1020 Laken,House,Residence,450000.0,4.0,181.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.905,0.697,1,1020,1,5.0
1050 Elsene,Apartment,Apartment,400000.0,2.0,95.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.2,0.157,0,1050,1,3.0
1020 Laken,Apartment,Penthouse,268000.0,1.0,90.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.653,0.192,0,1020,1,5.0
7090 Braine-le-Comte,Apartment,Apartment,185000.0,2.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,0.472,0.274,0,7090,1,6.0
1731 Relegem,House,Bungalow,499500.0,3.0,176.0,1.0,0.0,1.0,0.0,1.0,255.0,800.0,4.0,0.0,2.0,1.3,1.7,1,1731,0,6.0
4460 Grâce-Hollogne,House,Residence,339900.0,4.0,150.0,0.0,0.0,1.0,70.0,1.0,750.0,1108.0,3.0,0.0,2.0,1.4,0.149,1,4460,1,6.0
6700 Arlon,House,Residence,610000.0,3.0,175.0,0.0,0.0,1.0,0.0,1.0,0.0,665.0,3.0,0.0,2.0,3.9,0.905,1,6700,1,10.0
1420 Braine-l'Alleud,Apartment,Ground Floor,465600.0,2.0,150.0,1.0,0.0,1.0,29.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,2.7,0.106,0,1420,1,10.0
8620 Nieuwpoort,Apartment,Apartment,475000.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,11.2,1.3,0,8620,0,8.0
9255 Buggenhout,House,Residence,499000.0,4.0,315.0,0.0,0.0,1.0,0.0,1.0,300.0,525.0,2.707469745444429,0.0,2.0,1.0,0.524,1,9255,0,6.0
9300 Aalst,Apartment,Duplex,375000.0,2.0,124.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.707469745444429,0.0,1.0,1.4,0.136,0,9300,0,10.0
8500 Kortrijk,Apartment,Apartment,399000.0,2.0,109.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.325,0.045,0,8500,0,5.0
2100 Deurne,Apartment,Apartment,185000.0,1.0,57.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.1,0.268,0,2100,0,6.0
7540 Kain,House,Cottage,329000.0,2.0,150.0,1.0,0.0,1.0,50.0,1.0,0.0,3458.0,4.0,0.0,1.0,5.5,0.766,1,7540,1,3.0
1082 Berchem-Sainte-Agathe,Apartment,Penthouse,289000.0,2.0,90.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.1,0.166,0,1082,1,6.0
6000 Charleroi,Apartment,Apartment,119000.0,1.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.355,0.525,0,6000,1,6.0
7712 Herseaux,House,Residence,595000.0,6.0,566.0,0.0,0.0,1.0,0.0,1.0,0.0,781.0,2.707469745444429,0.0,2.0,1.4,0.022,1,7712,1,6.0
5660 Couvin,House,Residence,346186.0,3.0,158.0,0.0,0.0,0.0,0.0,1.0,0.0,5956.0,4.0,0.0,2.0,1.3,1.7,1,5660,1,10.0
2520 Ranst,Apartment,Apartment,692843.0,3.0,176.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,8.2,0.003,0,2520,0,6.0
2220 Heist-op-den-Berg,House,Residence,595000.0,4.0,251.0,0.0,0.0,1.0,0.0,1.0,0.0,1744.0,2.707469745444429,0.0,3.0,2.2,0.195,1,2220,0,5.0
2060 Antwerp,House,Residence,250000.0,4.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,2.0,0.0,3.0,1.0,0.483,1,2060,0,4.0
6940 Durbuy,House,Residence,980000.0,13.0,700.0,0.0,0.0,0.0,0.0,1.0,0.0,5285.0,4.0,0.0,2.0,4.3,0.615,1,6940,1,4.0
4130 Esneux,House,Mixed Building,385000.0,4.0,293.0,1.0,0.0,1.0,0.0,0.0,0.0,210.0,2.0,0.0,3.0,0.593,0.062,1,4130,1,6.0
4101 Jemeppe,Apartment,Apartment,190000.0,1.0,65.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.653,0.037,0,4101,1,10.0
1300 Wavre,House,Residence,559000.0,4.0,195.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.739,0.31,1,1300,1,6.0
3740 Beverst,Apartment,Apartment,245000.0,2.0,109.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,3.2,1.5,0,3740,0,5.0
9880 Aalter,Apartment,Apartment,420000.0,3.0,100.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,2.0,0.0,1.0,0.199,0.082,0,9880,0,9.0
6110 Montigny-le-Tilleul,House,Residence,350000.0,3.0,150.0,1.0,0.0,1.0,40.0,1.0,800.0,1000.0,3.0,0.0,2.0,2.7,0.868,1,6110,1,9.0
5640 Mettet,House,Residence,371974.0,4.0,154.0,0.0,0.0,0.0,0.0,1.0,0.0,749.0,3.0,0.0,2.0,2.472569206067988,1.1,1,5640,1,10.0
1740 Ternat,House,Residence,470000.0,2.0,169.0,0.0,0.0,1.0,0.0,1.0,0.0,1249.0,4.0,0.0,2.0,0.335,0.114,1,1740,0,4.0
3500 Hasselt,Apartment,Apartment,355000.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.9,0.088,0,3500,0,10.0
2950 Kapellen,House,Residence,599018.0,3.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1034.0,4.0,0.0,2.0,0.106,0.386,1,2950,0,10.0
8800 Roeselare,House,Residence,203773.0,1.0,76.0,0.0,0.0,1.0,0.0,1.0,0.0,431.0,3.0,0.0,2.0,3.7,1.5,1,8800,0,10.0
8670 Koksijde,Apartment,Apartment,210000.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,5.3,0.426,0,8670,0,5.0
7090 Braine-le-Comte,House,Residence,200000.0,6.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.472,0.274,1,7090,1,5.0
1853 Strombeek-Bever,Apartment,Apartment,287500.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.3,1.3,0,1853,0,9.0
9140 Temse,House,Residence,325000.0,2.0,135.0,0.0,0.0,1.0,14.0,1.0,0.0,97.0,2.0,0.0,2.0,1.4,0.143,1,9140,0,6.0
1000 Brussels,Apartment,Apartment,365000.0,1.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.569,0.084,0,1000,1,9.0
7760 Celles,House,Residence,350000.0,5.0,374.0,1.0,0.0,1.0,0.0,1.0,0.0,3096.0,4.0,0.0,2.0,2.472569206067988,0.308,1,7760,1,4.0
2060 Antwerp,Apartment,Apartment,230000.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.553,0.176,0,2060,0,6.0
1082 Berchem-Sainte-Agathe,Apartment,Penthouse,425000.0,3.0,121.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,3.0,0.0,2.0,0.764,0.03,0,1082,1,10.0
1050 Elsene,Apartment,Apartment,745000.0,2.0,116.0,1.0,0.0,1.0,8.0,1.0,0.0,0.0,2.0,0.0,2.0,0.995,0.239,0,1050,1,6.0
3650 Dilsen-Stokkem,Apartment,Apartment,288867.0,2.0,102.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.171,0,3650,0,5.0
5100 Jambes,Apartment,Apartment,305000.0,2.0,94.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.8,0.254,0,5100,1,10.0
2235 Hulshout,Apartment,Apartment,285000.0,2.0,117.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,5.8,0.138,0,2235,0,8.0
6110 Montigny-le-Tilleul,House,Villa,159000.0,2.0,90.0,0.0,0.0,1.0,15.0,1.0,525.0,944.0,4.0,0.0,1.0,2.5,0.615,1,6110,1,4.0
4101 Jemeppe,Apartment,Apartment,311800.0,2.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.297,0.162,0,4101,1,10.0
6280 Gerpinnes,House,Residence,495000.0,3.0,167.0,0.0,0.0,0.0,0.0,1.0,872.0,872.0,4.0,0.0,2.0,5.5,0.525,1,6280,1,6.0
4900 Spa,Apartment,Ground Floor,119000.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.396,0.027,0,4900,1,6.0
9660 Brakel,House,Residence,1950000.0,5.0,519.0,0.0,0.0,1.0,0.0,1.0,0.0,6044.0,4.0,1.0,4.0,4.9,0.008,1,9660,0,6.0
7180 Seneffe,House,Residence,390000.0,4.0,179.0,0.0,0.0,1.0,30.0,1.0,800.0,1225.0,3.0,0.0,1.0,1.8,1.4,1,7180,1,5.0
1160 Oudergem,Apartment,Apartment,545000.0,2.0,91.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,1.7,0.065,0,1160,1,10.0
3690 Zutendaal,House,Residence,379000.0,4.0,667.0,0.0,0.0,1.0,0.0,0.0,0.0,1224.0,3.0,0.0,2.0,8.3,0.022,1,3690,0,6.0
1030 Schaarbeek,Apartment,Apartment,365000.0,4.0,122.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.6,0.091,0,1030,1,3.0
6560 Erquelinnes,House,Residence,295000.0,4.0,292.0,0.0,0.0,1.0,97.0,1.0,0.0,516.0,3.0,0.0,2.0,0.497,0.305,1,6560,1,6.0
3150 Haacht,House,Residence,395000.0,3.0,205.0,0.0,0.0,1.0,0.0,1.0,0.0,1305.0,2.707469745444429,0.0,1.0,2.3,0.223,1,3150,0,6.0
1090 Jette,Apartment,Apartment,180000.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.727,0.113,0,1090,1,5.0
3550 Heusden-Zolder,Apartment,Duplex,365000.0,2.0,162.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.1,0.387,0,3550,0,10.0
1120 Neder-Over-Heembeek,House,Residence,250000.0,3.0,100.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,5.1,0.225,1,1120,1,4.0
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,195000.0,1.0,62.0,1.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.578,0,1200,1,4.0
1000 Brussels,House,Residence,795000.0,5.0,340.0,0.0,0.0,0.0,0.0,1.0,100.0,180.0,2.0,0.0,2.0,0.34,0.08,1,1000,1,5.0
1080 Sint-Jans-Molenbeek,Apartment,Studio,110000.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,1.7,0.133,0,1080,1,4.0
8301 Duinbergen,House,Residence,1325000.0,6.0,258.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2.0,0.0,2.0,1.5,1.2,1,8301,0,5.0
2650 Edegem,Apartment,Apartment,329000.0,2.0,105.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.7,1.3,0,2650,0,6.0
8540 Deerlijk,House,Residence,349900.0,4.0,175.0,0.0,0.0,0.0,0.0,1.0,65.0,202.0,2.0,0.0,2.0,2.1,0.133,1,8540,0,6.0
8930 Menen,House,Residence,145000.0,5.0,234.0,1.0,0.0,1.0,0.0,1.0,0.0,165.0,3.0,0.0,2.0,0.516,0.354,1,8930,0,4.0
5377 Somme-Leuze,House,Mixed Building,499000.0,4.0,180.0,0.0,0.0,1.0,68.0,1.0,1200.0,1750.0,4.0,0.0,2.0,9.5,2.7,1,5377,1,6.0
4180 Hamoir,House,Residence,395000.0,4.0,193.0,0.0,0.0,1.0,0.0,1.0,564.0,705.0,4.0,0.0,2.0,0.939,0.36,1,4180,1,5.0
8000 Brugge,House,Residence,495000.0,3.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,3.0,0.0,2.0,2.3,0.143,1,8000,0,5.0
2060 Antwerp,Apartment,Apartment,525000.0,4.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.79,0.511,0,2060,0,6.0
8560 Wevelgem,Apartment,Apartment,193000.0,2.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.381,0.155,0,8560,0,6.0
1740 Ternat,House,Residence,423580.0,3.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,3.0,0.0,2.0,1.4,0.364,1,1740,0,10.0
9550 Herzele,House,Residence,464373.0,3.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,4.0,0.0,2.0,5.7,0.47,1,9550,0,10.0
1030 Schaarbeek,Apartment,Apartment,299000.0,1.0,74.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,2.0,1.3,0.498,0,1030,1,10.0
9041 Oostakker,House,Residence,402975.0,3.0,127.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,2.0,0.0,2.0,6.7,0.123,1,9041,0,5.0
5542 Blaimont,House,Chalet,65000.0,2.0,40.0,0.0,1.0,1.0,0.0,0.0,0.0,355.0,4.0,0.0,1.0,10.2,4.4,1,5542,1,5.0
8480 Ichtegem,House,Residence,270000.0,4.0,222.0,0.0,0.0,0.0,0.0,1.0,0.0,1126.0,2.0,0.0,2.0,6.3,0.314,1,8480,0,5.0
1400 Nivelles,Apartment,Apartment,290000.0,1.0,55.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.107,0,1400,1,9.0
1745 Opwijk,House,Mixed Building,675000.0,7.0,575.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.4,0.591,1,1745,0,6.0
9800 Deinze,Apartment,Apartment,301240.0,1.0,89.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,2.0,0.0,1.0,1.5,0.704,0,9800,0,10.0
1170 Watermaal-Bosvoorde,House,Residence,649000.0,3.0,158.0,1.0,0.0,1.0,4.0,1.0,200.0,336.0,3.0,0.0,2.0,1.2,0.17,1,1170,1,9.0
8660 De Panne,Apartment,Apartment,395000.0,2.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.0,0.306,0,8660,0,9.0
4000 Liege,House,Residence,289000.0,2.0,134.0,0.0,0.0,0.0,0.0,1.0,80.0,205.0,3.0,0.0,2.0,1.1,0.141,1,4000,1,6.0
1190 Vorst,Apartment,Apartment,325000.0,2.0,103.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.2,0.395,0,1190,1,6.0
1030 Schaarbeek,House,Mixed Building,675000.0,4.0,270.0,1.0,0.0,1.0,0.0,0.0,0.0,105.0,2.0,0.0,2.0,1.4,0.048,1,1030,1,3.0
7830 Silly,House,Cottage,240000.0,3.0,105.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,5.4,0.126,1,7830,1,4.0
5060 Tamines,House,Residence,350000.0,4.0,268.0,0.0,0.0,1.0,0.0,1.0,0.0,1321.0,3.0,0.0,2.0,0.719,0.068,1,5060,1,5.0
1930 Zaventem,House,Residence,497774.0,3.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0,2.707469745444429,0.0,2.0,2.472569206067988,0.32696615201900237,1,1930,0,10.0
5100 Jambes,Apartment,Apartment,199000.0,3.0,102.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,0.395,0.03,0,5100,1,8.0
1060 Sint-Gillis,Apartment,Apartment,550000.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.7,0.261,0,1060,1,8.0
1180 Ukkel,House,Villa,2475000.0,5.0,450.0,0.0,0.0,1.0,100.0,1.0,700.0,0.0,4.0,0.0,4.0,1.8,0.316,1,1180,1,9.0
8530 Harelbeke,House,Residence,456700.0,3.0,156.0,1.0,0.0,1.0,13.0,1.0,82.0,288.0,3.0,0.0,2.0,0.721,0.123,1,8530,0,10.0
7500 Tournai,Apartment,Apartment,1350000.0,3.0,350.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.4,0.066,0,7500,1,9.0
1070 Anderlecht,Apartment,Apartment,205000.0,3.0,115.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.9,0.115,0,1070,1,5.0
3550 Heusden-Zolder,House,Residence,775000.0,4.0,238.0,0.0,0.0,1.0,0.0,1.0,0.0,1735.0,2.707469745444429,0.0,2.0,3.9,0.802,1,3550,0,5.0
2390 Malle,House,Residence,525000.0,3.0,158.0,0.0,0.0,1.0,0.0,1.0,0.0,499.0,4.0,0.0,2.0,2.472569206067988,0.465,1,2390,0,10.0
3630 Maasmechelen,Apartment,Apartment,209000.0,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.472569206067988,0.607,0,3630,0,6.0
9340 Lede,House,Residence,479000.0,3.0,177.0,1.0,0.0,1.0,31.0,1.0,107.0,237.0,3.0,0.0,2.0,3.0,0.071,1,9340,0,10.0
4430 Ans,Apartment,Apartment,149000.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,0.407,0.072,0,4430,1,6.0
8660 De Panne,Apartment,Apartment,240000.0,1.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.707469745444429,0.0,2.0,3.0,0.125,0,8660,0,6.0
3650 Dilsen-Stokkem,House,Residence,225000.0,2.0,141.0,0.0,0.0,1.0,0.0,1.0,0.0,1000.0,4.0,0.0,2.0,2.472569206067988,0.188,1,3650,0,5.0
8434 Westende,House,Residence,490000.0,3.0,186.0,0.0,0.0,1.0,0.0,1.0,0.0,437.0,3.0,0.0,2.0,2.472569206067988,0.757,1,8434,0,10.0
6200 Bouffioulx,House,Residence,392363.0,3.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,2442.0,4.0,0.0,2.0,2.6,0.052,1,6200,1,10.0
1160 Oudergem,Apartment,Apartment,645000.0,3.0,127.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,3.0,0.0,2.0,1.7,0.065,0,1160,1,10.0
1430 Rebecq,House,Residence,250000.0,4.0,210.0,0.0,0.0,1.0,15.0,0.0,0.0,90.0,2.0,0.0,1.0,3.8,0.131,1,1430,1,6.0
5600 PHILIPPEVILLE,House,Villa,389000.0,4.0,225.0,0.0,0.0,1.0,0.0,1.0,0.0,2365.0,4.0,1.0,2.0,0.852,0.132,1,5600,1,6.0
3530 Houthalen-Helchteren,House,Residence,359000.0,1.0,224.0,0.0,0.0,0.0,0.0,1.0,0.0,612.0,4.0,0.0,2.0,1.5,0.322,1,3530,0,5.0
9100 Sint-Niklaas,House,Residence,352500.0,3.0,150.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,2.707469745444429,0.0,2.0,0.842,0.609,1,9100,0,9.0
7390 Quaregnon,House,Residence,95000.0,3.0,85.0,0.0,0.0,1.0,10.0,1.0,35.0,100.0,2.0,0.0,2.0,1.8,0.179,1,7390,1,6.0
8800 Roeselare,House,Residence,239000.0,4.0,231.0,0.0,0.0,1.0,0.0,1.0,0.0,301.0,3.0,0.0,1.0,6.7,0.102,1,8800,0,4.0
8870 Izegem,House,Residence,258000.0,3.0,118.0,1.0,0.0,1.0,30.0,1.0,100.0,218.0,2.0,0.0,1.0,2.2,0.405,1,8870,0,5.0
5350 Ohey,House,Residence,249000.0,3.0,133.0,0.0,0.0,1.0,15.0,1.0,450.0,0.0,2.707469745444429,0.0,2.0,2.472569206067988,0.32696615201900237,1,5350,1,6.0
4432 Alleur,House,Mixed Building,199000.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,432.0,2.0,0.0,1.0,5.8,0.1,1,4432,1,6.0
8470 Gistel,House,Residence,405000.0,3.0,180.0,1.0,0.0,1.0,0.0,1.0,0.0,252.0,3.0,0.0,2.0,10.4,0.34,1,8470,0,10.0
9000 Gent,House,Master House,675000.0,6.0,255.0,1.0,0.0,1.0,0.0,0.0,0.0,101.0,2.0,0.0,3.0,1.4,0.27,1,9000,0,6.0
9800 Deinze,House,Residence,526240.0,3.0,193.0,1.0,0.0,1.0,13.0,1.0,117.0,234.0,2.0,0.0,2.0,1.5,0.685,1,9800,0,10.0
2000 Antwerp,Apartment,Apartment,949000.0,2.0,326.0,1.0,0.0,1.0,200.0,0.0,0.0,0.0,2.0,0.0,1.0,1.4,0.624,0,2000,0,9.0
6900 Marche-en-Famenne,House,Mixed Building,695000.0,3.0,365.0,1.0,0.0,1.0,20.0,1.0,806.0,806.0,3.0,0.0,1.0,0.769,0.251,1,6900,1,6.0
1180 Ukkel,Apartment,Apartment,807500.0,3.0,120.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,2.0,0.0,4.0,2.5,0.345,0,1180,1,10.0
5500 Dinant,House,Residence,199000.0,3.0,135.0,0.0,0.0,1.0,40.0,1.0,140.0,0.0,2.707469745444429,0.0,1.0,0.827,0.818,1,5500,1,6.0
1070 Anderlecht,Apartment,Apartment,199000.0,2.0,74.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.3,0.452,0,1070,1,5.0
3650 Dilsen-Stokkem,House,Residence,439000.0,3.0,187.0,0.0,0.0,0.0,0.0,1.0,0.0,1561.0,4.0,0.0,2.0,2.472569206067988,0.489,1,3650,0,6.0
1180 Ukkel,Apartment,Duplex,650000.0,3.0,144.0,1.0,0.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,2.0,0.847,0.137,0,1180,1,9.0
1785 Merchtem,House,Residence,554000.0,4.0,169.0,0.0,0.0,1.0,0.0,1.0,0.0,607.0,4.0,0.0,2.0,0.911,0.315,1,1785,0,10.0
9000 Gent,Apartment,Apartment,429000.0,3.0,113.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.187,0,9000,0,10.0
1410 Waterloo,Apartment,Apartment,415000.0,3.0,110.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,0.0,2.0,1.6,0.267,0,1410,1,6.0
9040 Sint-Amandsberg,House,Residence,495000.0,4.0,200.0,0.0,0.0,0.0,0.0,1.0,0.0,579.0,4.0,0.0,1.0,2.4,0.089,1,9040,0,5.0
3582 Koersel,Apartment,Apartment,272000.0,1.0,73.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,1.0,2.6,0.211,0,3582,0,10.0
6001 Marcinelle,Apartment,Apartment,265000.0,2.0,100.0,0.0,0.0,1.0,13.0,1.0,200.0,0.0,3.0,0.0,1.0,3.0,0.229,0,6001,1,10.0
1070 Anderlecht,Apartment,Apartment,239000.0,3.0,90.0,1.0,0.0,1.0,24.0,0.0,0.0,0.0,3.0,0.0,1.0,1.1,0.217,0,1070,1,6.0
7170 Manage,House,Residence,159000.0,2.0,137.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.5,0.167,1,7170,1,3.0
8900 Ieper,House,Residence,299000.0,4.0,169.0,0.0,0.0,1.0,0.0,1.0,0.0,504.0,3.0,0.0,2.0,2.2,0.264,1,8900,0,6.0
4030 Grivegnée,Apartment,Apartment,252215.0,2.0,68.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,2.3,0.028,0,4030,1,5.0
4460 Grâce-Hollogne,Apartment,Apartment,285000.0,3.0,110.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,2.707469745444429,0.0,1.0,3.4,0.357,0,4460,1,6.0
1000 Brussels,Apartment,Apartment,830000.0,2.0,125.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,2.0,0.0,4.0,0.989,0.284,0,1000,1,10.0
