locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km
9700 Oudenaarde,House,Residence,269500,for sale,4.0,170.0,1.0,0.0,1.0,48.0,0.0,None,110.0,3.0,0.0,Normal,2.0,2.8,0.301
9500 Geraardsbergen,House,Residence,210000,for sale,2.0,117.0,1.0,0.0,1.0,16.0,0.0,None,70.0,2.0,None,Fully renovated,2.0,0.876,0.053
6530 Leers-et-Fosteau,House,Villa,309000,for sale,3.0,157.0,1.0,0.0,1.0,25.0,1.0,275.0,275.0,4.0,0.0,Normal,2.0,3.4,0.083
2060 Antwerp,Apartment,Apartment,249000,for sale,2.0,109.0,None,None,1.0,6.0,0.0,None,None,None,None,To be renovated,1.0,0.545,0.128
1380 Lasne,House,Villa,885000,for sale,4.0,252.0,1.0,0.0,1.0,40.0,1.0,1200.0,1680.0,4.0,0.0,Normal,None,5.2,0.256
8670 Koksijde,Apartment,Apartment,470000,for sale,2.0,91.0,None,None,1.0,15.0,1.0,None,None,None,None,New,1.0,5.1,0.039
4140 Gomzé-Andoumont,House,Villa,525000,for sale,3.0,140.0,None,None,1.0,43.0,1.0,8339.0,8546.0,4.0,None,None,2.0,2.4,1.5
4630 Soumagne,House,Villa,290000,for sale,3.0,350.0,None,0.0,1.0,20.0,1.0,850.0,1000.0,4.0,0.0,To renovate,1.0,8.5,1.0
7170 Manage,House,Residence,179000,for sale,2.0,133.0,None,None,1.0,None,1.0,None,None,None,None,None,None,2.7,0.11
2820 Bonheiden,Apartment,Apartment,249000,for sale,2.0,126.0,None,None,1.0,None,0.0,None,None,None,None,None,1.0,3.1,0.134
4500 Huy,Apartment,Studio,105000,for sale,1.0,35.0,1.0,0.0,0.0,None,0.0,None,None,3.0,0.0,Excellent,1.0,0.807,0.058
2830 Willebroek,House,Residence,399000,for sale,4.0,166.0,None,0.0,1.0,15.0,1.0,60.0,249.0,None,None,Normal,2.0,0.717,0.069
1180 Ukkel,House,Residence,545000,for sale,3.0,150.0,None,0.0,1.0,21.0,1.0,75.0,145.0,2.0,None,Excellent,2.0,1.1,0.382
6032 Mont-sur-Marchienne,House,Residence,227000,for sale,4.0,143.0,1.0,None,1.0,None,1.0,410.0,514.0,3.0,0.0,Normal,1.0,1.6,0.338
1000 Brussels,Apartment,Apartment,160000,for sale,1.0,None,None,1.0,0.0,None,0.0,None,None,None,None,Excellent,None,0.949,0.104
7500 Tournai,Apartment,Apartment,150000,for sale,2.0,71.0,1.0,0.0,1.0,None,0.0,None,None,2.0,0.0,Normal,1.0,1.4,0.066
8800 Roeselare,House,Residence,299000,for sale,4.0,208.0,None,None,1.0,None,1.0,None,None,3.0,None,Fully renovated,None,7.2,0.608
3582 Koersel,House,Residence,795000,for sale,3.0,266.0,None,0.0,1.0,None,1.0,None,661.0,4.0,None,None,4.0,4.6,1.8
4550 Villers-le-Temple,House,Chalet,329500,for sale,2.0,86.0,1.0,0.0,1.0,20.0,1.0,2100.0,2248.0,4.0,1.0,Normal,1.0,6.1,0.983
5600 Jamagne,House,Residence,260000,for sale,3.0,125.0,None,0.0,0.0,None,1.0,259.0,489.0,3.0,None,Normal,2.0,3.5,0.068
5660 Couvin,House,Residence,250000,for sale,None,400.0,None,None,0.0,None,0.0,None,539.0,2.0,None,None,None,1.3,1.7
1301 Bierges,House,Residence,945000,for sale,5.0,258.0,1.0,0.0,1.0,100.0,1.0,1500.0,3465.0,4.0,1.0,Normal,3.0,3.8,0.876
7100 La Louvière,Apartment,Studio,69000,for sale,0.0,37.0,1.0,0.0,1.0,3.0,1.0,None,None,2.0,None,Normal,1.0,3.4,0.168
4020 Wandre,House,Residence,219000,for sale,3.0,135.0,None,None,1.0,None,0.0,None,217.0,2.0,None,None,None,4.8,0.047
9080 Zaffelare,Apartment,Apartment,327000,for sale,2.0,84.0,1.0,0.0,1.0,10.0,1.0,110.0,None,2.0,0.0,New,1.0,5.6,0.035
9570 Deftinge,House,Residence,616999,for sale,3.0,267.0,None,0.0,0.0,None,1.0,None,1100.0,4.0,None,Normal,2.0,3.6,0.463
9000 Gent,Apartment,Studio,220000,for sale,None,27.0,1.0,None,None,None,1.0,None,None,2.0,None,Excellent,None,1.3,0.076
2300 Turnhout,House,Residence,375000,for sale,5.0,200.0,1.0,0.0,1.0,None,1.0,None,463.0,3.0,None,Normal,3.0,2.4,0.541
1930 Nossegem,House,Residence,765000,for sale,7.0,280.0,None,0.0,1.0,None,1.0,None,None,None,None,New,None,0.232,0.064
6001 Marcinelle,Apartment,Apartment,149000,for sale,2.0,116.0,1.0,0.0,1.0,9.0,0.0,None,None,3.0,None,Normal,None,1.2,0.023
3290 Diest,House,Cottage,509000,for sale,3.0,150.0,None,0.0,1.0,None,1.0,130.0,299.0,3.0,None,New,2.0,3.4,0.146
1150 Sint-Pieters-Woluwe,House,Residence,1099000,for sale,4.0,258.0,None,0.0,1.0,60.0,1.0,839.0,965.0,4.0,1.0,To be renovated,2.0,4.6,0.393
1800 Vilvoorde,Apartment,Apartment,265000,for sale,1.0,68.0,None,None,0.0,None,0.0,None,None,None,None,None,1.0,1.5,0.971
1030 Schaarbeek,Apartment,Apartment,345000,for sale,3.0,140.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,Excellent,2.0,1.3,0.129
1830 Machelen,House,Villa,675000,for sale,3.0,180.0,1.0,0.0,1.0,30.0,1.0,1200.0,1550.0,4.0,0.0,Normal,2.0,1.7,0.01
9500 Geraardsbergen,Apartment,Apartment,541000,for sale,3.0,158.0,None,None,1.0,53.0,None,None,None,None,None,New,None,1.2,0.2
2450 Meerhout,House,Residence,325000,for sale,3.0,189.0,None,0.0,1.0,None,1.0,None,865.0,4.0,None,Normal,2.0,8.0,0.259
4681 Hermalle-sous-Argenteau,Apartment,Apartment,299000,for sale,2.0,106.0,1.0,0.0,1.0,27.0,1.0,29.0,None,2.0,0.0,New,1.0,2.6,0.061
1180 Ukkel,Apartment,Apartment,642500,for sale,2.0,81.0,None,None,1.0,7.0,0.0,None,None,2.0,None,New,3.0,2.5,0.345
5575 Gedinne,House,Residence,353611,for sale,3.0,190.0,None,None,None,None,1.0,None,1250.0,4.0,None,New,2.0,3.1,0.037
8300 Knokke-Heist,House,Residence,750000,for sale,None,None,None,None,0.0,None,0.0,None,77.0,2.0,None,None,None,0.766,0.383
1180 Ukkel,House,Villa,1050000,for sale,5.0,250.0,None,0.0,1.0,None,1.0,230.0,632.0,None,None,None,None,0.847,0.137
4650 Herve,House,Villa,639000,for sale,3.0,210.0,1.0,None,1.0,40.0,1.0,None,829.0,4.0,0.0,Excellent,3.0,8.4,0.474
8340 Sijsele,House,Residence,529000,for sale,3.0,170.0,None,None,1.0,None,1.0,None,322.0,4.0,None,None,2.0,8.3,0.58
6940 Durbuy,House,Residence,550000,for sale,6.0,370.0,None,0.0,1.0,13.0,1.0,None,16404.0,None,None,Normal,None,5.3,0.595
3980 Tessenderlo,House,Residence,545000,for sale,4.0,None,None,None,1.0,None,1.0,None,735.0,None,None,Excellent,1.0,9.5,0.661
9032 Wondelgem,House,Residence,549000,for sale,4.0,161.0,1.0,None,1.0,None,1.0,None,157.0,3.0,None,Excellent,2.0,1.3,0.578
9000 Gent,Apartment,Apartment,265000,for sale,2.0,75.0,None,None,1.0,None,0.0,None,None,None,None,None,1.0,1.3,0.217
3000 Leuven,House,Residence,695000,for sale,6.0,253.0,None,0.0,0.0,None,0.0,None,103.0,2.0,None,To be renovated,3.0,1.5,0.176
1000 Brussels,Apartment,Studio,135000,for sale,1.0,35.0,None,1.0,1.0,6.0,None,None,None,4.0,0.0,To renovate,1.0,0.729,0.341
8420 Wenduine,Apartment,Apartment,325000,for sale,2.0,71.0,None,None,0.0,None,0.0,None,None,None,None,None,1.0,4.3,0.064
2100 Deurne,Apartment,Ground Floor,235000,for sale,None,None,None,None,0.0,None,1.0,None,None,None,None,None,None,2.0,0.51
9620 Strijpen,Apartment,Duplex,455000,for sale,2.0,None,None,0.0,1.0,None,1.0,450.0,None,2.0,None,New,None,2.1,0.137
6030 Goutroux,House,Residence,219999,for sale,3.0,125.0,1.0,0.0,1.0,20.0,1.0,350.0,626.0,3.0,0.0,Normal,3.0,3.6,0.022
4130 Esneux,House,Mixed Building,599000,for sale,None,480.0,1.0,None,1.0,None,None,None,260.0,3.0,0.0,Normal,None,0.695,0.039
2400 Mol,House,Residence,179000,for sale,2.0,None,None,None,1.0,None,None,None,None,None,None,None,None,5.2,1.2
7180 Seneffe,House,Villa,2650000,for sale,5.0,450.0,None,None,1.0,None,1.0,None,28400.0,4.0,1.0,Excellent,5.0,4.7,0.607
5580 Rochefort,Apartment,Apartment,88000,for sale,3.0,107.0,None,0.0,0.0,None,0.0,None,None,2.0,None,To be renovated,1.0,3.8,0.12
1050 Elsene,Apartment,Apartment,320000,for sale,1.0,49.0,None,None,0.0,None,0.0,None,None,None,None,Normal,None,1.2,0.23
2660 Hoboken,Apartment,Ground Floor,335000,for sale,3.0,90.0,None,0.0,1.0,None,1.0,None,None,2.0,None,Excellent,None,2.3,0.466
5060 Arsimont,House,Residence,369000,for sale,3.0,None,1.0,None,1.0,None,1.0,190.0,538.0,4.0,None,Normal,2.0,4.3,0.424
4020 Liege,House,Residence,190000,for sale,4.0,217.0,1.0,0.0,1.0,20.0,1.0,105.0,295.0,2.0,0.0,Normal,2.0,1.9,0.131
2000 Antwerp,Apartment,Studio,165000,for sale,None,26.0,None,0.0,0.0,None,0.0,None,None,None,None,Normal,1.0,1.5,0.341
9620 Strijpen,Apartment,Apartment,395000,for sale,2.0,None,None,0.0,1.0,None,1.0,450.0,None,2.0,None,New,None,2.1,0.212
4100 Seraing,House,Residence,229000,for sale,2.0,108.0,None,0.0,1.0,18.0,1.0,39.0,57.0,3.0,0.0,Excellent,2.0,2.0,0.341
6040 Jumet,House,Residence,285000,for sale,3.0,200.0,1.0,None,1.0,None,None,None,170.0,3.0,None,Fully renovated,None,3.0,0.099
1495 Villers-la-Ville,House,Residence,180000,for sale,2.0,95.0,1.0,0.0,1.0,14.0,0.0,None,91.0,2.0,0.0,To renovate,1.0,0.659,0.295
1910 Kampenhout,Apartment,Apartment,359000,for sale,2.0,89.0,None,None,1.0,None,1.0,None,None,None,None,None,None,5.6,0.535
8720 Wakken,House,Residence,399000,for sale,4.0,411.0,None,None,1.0,65.0,0.0,None,324.0,None,None,Fully renovated,None,5.8,0.06
4000 Rocourt,Apartment,Apartment,303600,for sale,2.0,102.0,None,None,1.0,8.0,0.0,None,None,3.0,None,None,None,2.7,0.085
2490 Balen,House,Residence,245000,for sale,5.0,256.0,None,None,1.0,None,1.0,None,1638.0,4.0,None,None,None,0.691,0.181
8610 Handzame,Apartment,Apartment,284400,for sale,2.0,106.0,None,None,1.0,28.0,0.0,None,None,2.0,None,New,None,3.1,0.026
3400 Landen,Apartment,Apartment,498495,for sale,3.0,159.0,None,0.0,1.0,None,0.0,None,None,None,None,None,None,1.0,0.201
4190 Ferrières,House,Residence,345487,for sale,3.0,147.0,None,None,None,None,1.0,None,1139.0,4.0,None,New,2.0,7.6,0.248
8800 Roeselare,House,Residence,225000,for sale,3.0,256.0,None,None,None,None,None,None,None,2.0,None,To be renovated,None,0.854,0.034
9790 Wortegem-Petegem,House,Residence,389000,for sale,4.0,167.0,None,None,1.0,None,1.0,None,407.0,2.0,None,New,2.0,4.7,0.069
4800 Petit-Rechain,House,Residence,199000,for sale,4.0,155.0,1.0,0.0,1.0,7.0,1.0,100.0,181.0,2.0,None,None,3.0,3.9,0.071
7134 Leval-Trahegnies,House,Mixed Building,234999,for sale,0.0,233.0,1.0,0.0,0.0,None,0.0,None,316.0,3.0,0.0,Normal,1.0,2.1,0.044
8670 Sint-Idesbald,House,Residence,850000,for sale,3.0,None,None,1.0,1.0,None,1.0,None,600.0,None,None,Excellent,None,4.4,0.457
1140 Evere,Apartment,Apartment,432000,for sale,3.0,105.0,1.0,0.0,1.0,16.0,1.0,None,None,2.0,0.0,New,2.0,1.4,0.083
3520 Zonhoven,House,Residence,472310,for sale,3.0,200.0,None,0.0,0.0,None,0.0,None,None,3.0,None,New,None,1.8,0.461
3980 Tessenderlo,House,Residence,419000,for sale,3.0,146.0,None,0.0,0.0,None,0.0,None,681.0,None,None,Normal,2.0,9.8,0.396
2000 Antwerp,Apartment,Apartment,285000,for sale,1.0,71.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,1.9,0.339
4020 Liege,Apartment,Apartment,165000,for sale,1.0,61.0,None,0.0,0.0,None,0.0,None,None,2.0,None,None,1.0,1.8,0.047
1570 Galmaarden,House,Villa,1250000,for sale,4.0,508.0,None,0.0,1.0,None,1.0,None,7819.0,4.0,None,None,3.0,1.3,0.045
6110 Montigny-le-Tilleul,House,Residence,170000,for sale,3.0,117.0,None,None,None,None,1.0,84.0,190.0,2.0,None,To be renovated,1.0,2.6,0.088
1400 Nivelles,House,Residence,375000,for sale,4.0,208.0,None,0.0,1.0,32.0,1.0,600.0,745.0,2.0,None,To be renovated,2.0,0.933,0.199
2140 Borgerhout,Apartment,Apartment,273000,for sale,2.0,100.0,None,0.0,1.0,11.0,0.0,None,None,2.0,None,Normal,2.0,0.858,0.065
7301 Hornu,House,Residence,70000,for sale,3.0,None,None,None,None,None,1.0,None,None,3.0,None,To be renovated,None,3.4,0.056
9290 Berlare,House,Residence,499500,for sale,3.0,168.0,1.0,0.0,1.0,None,1.0,None,265.0,3.0,0.0,New,2.0,2.6,0.47
8660 De Panne,Apartment,Apartment,179000,for sale,2.0,48.0,None,1.0,0.0,None,0.0,None,None,None,None,Fully renovated,None,3.0,0.298
1970 Wezembeek-Oppem,House,Residence,595000,for sale,3.0,160.0,1.0,0.0,1.0,24.0,1.0,400.0,645.0,4.0,0.0,Normal,2.0,6.4,0.257
5500 Dinant,Apartment,Apartment,230000,for sale,2.0,90.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,0.821,0.837
2220 Heist-op-den-Berg,House,Mixed Building,415000,for sale,4.0,317.0,1.0,None,1.0,None,1.0,None,4111.0,4.0,None,To renovate,None,1.5,0.98
9940 Sleidinge,House,Residence,409000,for sale,3.0,154.0,None,0.0,1.0,100.0,1.0,50.0,575.0,4.0,None,To be renovated,2.0,1.8,0.905
7370 Dour,House,Residence,249000,for sale,2.0,90.0,1.0,None,1.0,None,0.0,None,None,2.0,None,New,None,3.7,0.051
8670 Sint-Idesbald,Apartment,Apartment,599000,for sale,3.0,None,None,None,1.0,None,0.0,None,None,None,None,Fully renovated,1.0,4.9,0.598
4000 Liege,House,Residence,520000,for sale,6.0,295.0,None,0.0,1.0,6.0,0.0,None,None,None,None,None,2.0,0.463,0.05
1000 Brussels,Apartment,Studio,145000,for sale,0.0,35.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,Normal,1.0,1.3,0.491
1120 Neder-Over-Heembeek,Apartment,Apartment,368150,for sale,3.0,107.0,1.0,0.0,1.0,19.0,None,None,None,2.0,0.0,None,1.0,2.2,0.151
1180 Ukkel,Apartment,Apartment,595000,for sale,3.0,146.0,None,None,1.0,20.0,0.0,None,None,2.0,None,Excellent,3.0,0.847,0.137
8670 Sint-Idesbald,Apartment,Apartment,595000,for sale,2.0,99.0,None,None,1.0,None,1.0,None,None,2.0,0.0,None,2.0,4.3,0.069
6940 Barvaux-sur-Ourthe,House,Chalet,215000,for sale,2.0,108.0,None,0.0,1.0,None,1.0,None,1784.0,None,None,None,None,0.679,0.033
1190 Vorst,House,Mixed Building,289000,for sale,2.0,133.0,1.0,0.0,0.0,None,0.0,None,70.0,2.0,0.0,Normal,3.0,0.9,0.113
1180 Ukkel,Apartment,Apartment,345000,for sale,1.0,70.0,None,0.0,1.0,5.0,1.0,None,None,4.0,0.0,None,1.0,1.6,0.609
7090 Braine-le-Comte,House,Residence,445000,for sale,4.0,202.0,None,0.0,None,None,1.0,500.0,700.0,3.0,0.0,New,None,0.472,0.274
1040 Etterbeek,Apartment,Apartment,215000,for sale,1.0,None,None,0.0,0.0,None,0.0,None,None,2.0,None,To renovate,None,1.4,0.475
9100 Sint-Niklaas,Apartment,Apartment,175000,for sale,2.0,185.0,None,None,0.0,None,0.0,None,None,None,None,Normal,None,1.3,0.316
9290 Berlare,Apartment,Apartment,325000,for sale,2.0,111.0,None,0.0,1.0,28.0,0.0,None,None,None,None,Normal,None,2.8,0.059
7090 Braine-le-Comte,House,Residence,90000,for sale,3.0,None,None,None,0.0,None,1.0,None,None,None,None,None,None,1.5,0.051
5540 Hastière-Lavaux,House,Residence,89000,for sale,1.0,36.0,None,0.0,1.0,None,1.0,900.0,940.0,4.0,None,Normal,1.0,8.0,0.162
8620 Nieuwpoort,Apartment,Apartment,495000,for sale,2.0,85.0,None,1.0,1.0,None,1.0,None,None,2.0,None,Excellent,1.0,10.3,0.41
9820 Merelbeke,House,Residence,525000,for sale,3.0,170.0,None,None,1.0,None,1.0,160.0,None,3.0,None,Excellent,None,1.5,0.244
4680 Hermée,House,Residence,279000,for sale,4.0,181.0,1.0,0.0,1.0,50.0,1.0,81.0,330.0,4.0,0.0,Excellent,1.0,2.5,0.023
1030 Schaarbeek,Apartment,Loft,405000,for sale,1.0,108.0,1.0,1.0,0.0,None,0.0,None,None,2.0,0.0,Normal,2.0,0.677,0.197
9570 Deftinge,House,Residence,245000,for sale,4.0,174.0,None,0.0,1.0,16.0,1.0,1210.0,1340.0,3.0,None,To be renovated,1.0,3.1,0.159
1060 Sint-Gillis,Apartment,Triplex,1600000,for sale,None,430.0,None,None,0.0,None,1.0,None,None,None,None,Excellent,None,1.2,0.086
6940 Durbuy,House,Residence,645000,for sale,4.0,177.0,None,0.0,1.0,25.0,1.0,2023.0,2168.0,4.0,None,None,3.0,3.3,0.251
4681 Hermalle-sous-Argenteau,Apartment,Apartment,265000,for sale,2.0,85.0,None,None,1.0,14.0,0.0,None,None,2.0,None,None,None,3.6,0.243
4960 Malmedy,House,Residence,124000,for sale,3.0,52.0,None,1.0,1.0,None,None,None,None,2.0,0.0,Excellent,1.0,None,1.8
2140 Borgerhout,Apartment,Apartment,239000,for sale,2.0,84.0,None,0.0,0.0,None,1.0,None,None,2.0,None,To be renovated,None,1.3,0.012
2600 Berchem,Apartment,Studio,138000,for sale,1.0,27.0,None,None,1.0,None,1.0,None,None,2.0,None,To be renovated,1.0,0.506,0.232
4530 Villers-le-Bouillet,House,Residence,205000,for sale,2.0,90.0,1.0,0.0,1.0,None,0.0,None,93.0,3.0,0.0,Normal,1.0,3.8,1.1
6900 Marche-en-Famenne,Apartment,Apartment,280800,for sale,2.0,100.0,1.0,0.0,1.0,8.0,1.0,None,None,None,0.0,None,1.0,0.23,0.01
1000 Brussels,Apartment,Apartment,229000,for sale,2.0,75.0,None,None,0.0,None,0.0,None,None,2.0,None,Excellent,None,0.949,0.104
1080 Sint-Jans-Molenbeek,Apartment,Apartment,175000,for sale,1.0,75.0,None,0.0,1.0,19.0,0.0,None,None,2.0,None,To be renovated,1.0,1.1,0.142
2547 Lint,House,Residence,601149,for sale,3.0,162.0,None,None,None,None,None,None,542.0,3.0,None,New,2.0,1.8,0.001
1080 Sint-Jans-Molenbeek,Apartment,Apartment,235000,for sale,2.0,85.0,None,0.0,1.0,10.0,0.0,None,None,None,None,Normal,1.0,1.3,0.177
4317 Faimes,House,Residence,380000,for sale,3.0,147.0,None,0.0,0.0,None,1.0,1633.0,1721.0,4.0,0.0,New,2.0,7.5,0.448
6530 Thuin,House,Residence,375863,for sale,3.0,158.0,None,None,None,None,1.0,None,1200.0,4.0,None,New,2.0,0.838,0.29
1150 Sint-Pieters-Woluwe,Apartment,Duplex,595000,for sale,4.0,202.0,1.0,0.0,1.0,5.0,0.0,None,None,3.0,None,Normal,3.0,4.9,0.139
9980 Sint-Laureins,Apartment,Apartment,None,for sale,4.0,176.0,1.0,None,1.0,27.0,None,None,None,2.0,0.0,New,2.0,9.1,0.439
6594 Beauwelz,House,Residence,347765,for sale,3.0,184.0,None,None,None,None,1.0,None,1216.0,4.0,None,New,2.0,None,0.164
9700 Oudenaarde,House,Mixed Building,890000,for sale,7.0,400.0,1.0,None,1.0,40.0,1.0,1018.0,1739.0,4.0,0.0,Excellent,2.0,0.456,0.086
1040 Etterbeek,House,Residence,545000,for sale,3.0,151.0,1.0,0.0,0.0,None,0.0,None,52.0,2.0,None,Normal,3.0,0.652,0.264
1470 Baisy-Thy,House,Residence,384500,for sale,3.0,None,None,None,None,None,1.0,None,583.0,4.0,None,New,None,1.2,0.143
1083 Ganshoren,Apartment,Apartment,270000,for sale,2.0,115.0,1.0,0.0,1.0,10.0,0.0,None,None,3.0,0.0,Normal,1.0,1.0,0.135
7340 Colfontaine,House,Residence,80000,for sale,2.0,130.0,None,0.0,1.0,None,1.0,None,None,4.0,None,To be renovated,None,None,None
2610 Wilrijk,House,Residence,299000,for sale,2.0,55.0,None,0.0,1.0,None,0.0,None,136.0,2.0,None,None,None,2.7,0.222
1472 Vieux-Genappe,Apartment,Apartment,315000,for sale,2.0,71.0,1.0,None,1.0,5.0,1.0,None,None,2.0,0.0,Excellent,1.0,7.5,0.219
4780 Saint-Vith,Apartment,Apartment,318876,for sale,3.0,92.0,None,None,1.0,15.0,0.0,None,None,None,None,New,1.0,None,0.303
5580 Rochefort,House,Residence,275000,for sale,3.0,155.0,1.0,0.0,1.0,30.0,1.0,None,120.0,3.0,0.0,Excellent,2.0,3.7,0.157
6000 Charleroi,House,Mixed Building,347000,for sale,5.0,400.0,1.0,0.0,1.0,39.0,1.0,133.0,383.0,2.0,0.0,Normal,3.0,0.397,0.419
1780 Wemmel,House,Villa,799000,for sale,5.0,238.0,1.0,0.0,1.0,35.0,1.0,985.0,1227.0,4.0,1.0,Normal,2.0,5.2,1.5
1150 Sint-Pieters-Woluwe,Apartment,Apartment,335000,for sale,2.0,73.0,None,0.0,0.0,None,0.0,None,None,2.0,0.0,Normal,1.0,4.7,0.207
None,House,Villa,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
4180 Hamoir,House,Residence,235000,for sale,3.0,112.0,None,0.0,1.0,33.0,1.0,664.0,789.0,3.0,None,Normal,1.0,1.3,0.341
1070 Anderlecht,Apartment,Apartment,180000,for sale,2.0,80.0,None,None,1.0,9.0,None,None,None,3.0,None,Normal,None,1.3,0.085
2627 Schelle,Apartment,Apartment,389000,for sale,2.0,96.0,None,None,1.0,34.0,1.0,None,None,2.0,None,New,None,0.638,0.474
6141 Forchies-la-Marche,House,Residence,348363,for sale,3.0,158.0,None,None,None,None,1.0,None,662.0,4.0,None,New,2.0,0.641,0.407
1000 Brussels,Apartment,Apartment,210000,for sale,2.0,80.0,None,None,1.0,14.0,None,None,None,2.0,0.0,To be renovated,1.0,0.763,0.401
1500 Halle,House,Residence,249000,for sale,3.0,231.0,1.0,0.0,1.0,None,1.0,None,720.0,3.0,0.0,To be renovated,1.0,2.5,0.148
6044 Roux,Apartment,Apartment,199000,for sale,2.0,100.0,None,None,1.0,40.0,None,None,None,2.0,None,None,None,0.781,0.057
9500 Geraardsbergen,House,Villa,325000,for sale,2.0,160.0,1.0,0.0,1.0,70.0,1.0,1000.0,1251.0,4.0,None,To be renovated,2.0,2.7,0.61
3740 Beverst,Apartment,Ground Floor,365000,for sale,3.0,214.0,None,None,1.0,None,1.0,None,None,None,None,None,1.0,3.2,1.5
9840 De Pinte,House,Residence,488017,for sale,4.0,148.0,None,None,None,None,None,None,657.0,4.0,None,New,2.0,0.988,0.148
5300 Thon,House,Residence,349000,for sale,2.0,192.0,None,0.0,0.0,None,1.0,490.0,640.0,3.0,None,None,None,1.8,0.751
8430 Middelkerke,Apartment,Apartment,285000,for sale,1.0,55.0,None,None,0.0,None,0.0,None,None,None,None,Fully renovated,None,None,0.941
9230 Wetteren,House,Residence,539447,for sale,3.0,162.0,None,None,None,None,None,None,838.0,4.0,None,New,2.0,0.567,0.025
9450 Denderhoutem,House,Residence,429000,for sale,3.0,156.0,1.0,0.0,1.0,None,1.0,None,269.0,3.0,0.0,Normal,2.0,3.5,0.062
1160 Oudergem,Apartment,Apartment,430000,for sale,2.0,87.0,None,0.0,1.0,6.0,0.0,None,None,2.0,None,None,1.0,1.7,0.065
1600 Sint-Pieters-Leeuw,Apartment,Apartment,225000,for sale,3.0,85.0,1.0,None,0.0,None,None,None,None,2.0,0.0,Normal,1.0,1.7,0.358
8310 Assebroek,Apartment,Apartment,259000,for sale,2.0,80.0,1.0,None,1.0,20.0,None,None,None,2.0,None,Normal,None,1.4,0.164
7380 Quiévrain,House,Residence,180000,for sale,3.0,218.0,None,0.0,0.0,None,1.0,None,204.0,2.0,None,To be renovated,1.0,1.2,0.712
2820 Rijmenam,House,Residence,175000,for sale,1.0,55.0,None,0.0,0.0,None,1.0,None,1058.0,4.0,None,To be renovated,1.0,5.7,1.8
6140 Fontaine-l'Évêque,House,Residence,585000,for sale,5.0,275.0,None,0.0,1.0,60.0,0.0,None,3306.0,3.0,None,Normal,3.0,2.9,0.83
4040 Herstal,House,Residence,340000,for sale,2.0,127.0,None,1.0,1.0,25.0,0.0,None,112.0,2.0,0.0,Excellent,None,0.789,0.06
5640 Mettet,House,Residence,355307,for sale,4.0,147.0,None,None,None,None,1.0,None,558.0,4.0,None,New,2.0,None,1.1
2500 Lier,House,Residence,445000,for sale,3.0,146.0,None,0.0,1.0,None,1.0,112.0,200.0,2.0,None,Normal,2.0,0.479,0.014
2610 Wilrijk,House,Residence,745000,for sale,4.0,280.0,None,None,1.0,30.0,1.0,None,270.0,2.0,None,None,4.0,2.9,0.029
1060 Sint-Gillis,House,Residence,795000,for sale,5.0,285.0,1.0,1.0,1.0,35.0,None,None,110.0,2.0,0.0,Normal,2.0,1.1,0.397
1050 Elsene,Apartment,Ground Floor,790000,for sale,2.0,131.0,1.0,0.0,1.0,22.0,1.0,22.0,None,2.0,0.0,New,2.0,0.995,0.239
3800 Sint-Truiden,Apartment,Apartment,1599000,for sale,3.0,750.0,None,None,0.0,None,0.0,None,None,None,None,None,None,0.721,0.244
5030 Gembloux,House,Mixed Building,229000,for sale,2.0,89.0,1.0,0.0,1.0,10.0,0.0,None,None,2.0,0.0,Normal,2.0,0.604,0.107
6200 Châtelet,Apartment,Apartment,90000,for sale,2.0,66.0,1.0,None,0.0,None,0.0,None,None,None,0.0,To be renovated,None,1.5,0.206
1348 Louvain-la-Neuve,Apartment,Ground Floor,295000,for sale,2.0,77.0,1.0,0.0,1.0,20.0,1.0,60.0,None,2.0,0.0,Normal,1.0,0.429,0.131
4052 Beaufays,Apartment,Apartment,431600,for sale,2.0,104.0,None,None,1.0,18.0,1.0,320.0,None,3.0,None,New,None,4.3,0.044
2860 Sint-Katelijne-Waver,House,Residence,785000,for sale,3.0,215.0,None,0.0,1.0,None,1.0,None,866.0,4.0,None,Normal,2.0,2.3,0.311
7700 Mouscron,House,Residence,89900,for sale,3.0,108.0,None,0.0,0.0,None,1.0,None,None,None,None,To be renovated,None,3.2,0.368
