locality,property_type,subtype,price_eur,type_of_sale,num_rooms,living_area_m2,fully_equipped_kitchen,furnished,terrace,terrace_area_m2,garden,garden_area_m2,land_surface_m2,num_facades,swimming_pool,state_of_building,num_bathrooms,dist_train_km,dist_bus_km
2800 Mechelen,Apartment,Apartment,476000,for sale,2.0,130.0,1.0,None,1.0,12.0,1.0,None,None,4.0,None,New,2.0,1.1,0.626
4100 Seraing,House,Mixed Building,399000,for sale,5.0,300.0,1.0,0.0,0.0,None,0.0,None,115.0,2.0,0.0,To renovate,3.0,0.178,0.305
1040 Etterbeek,Apartment,Apartment,650000,for sale,5.0,260.0,None,None,1.0,None,None,None,None,None,None,None,None,0.871,0.133
1000 Brussels,House,Mixed Building,None,for sale,3.0,362.0,1.0,None,1.0,None,None,None,105.0,2.0,0.0,To renovate,None,0.686,0.177
9320 Erembodegem,Apartment,Apartment,205000,for sale,1.0,None,None,None,1.0,None,1.0,None,None,None,None,Excellent,1.0,2.2,0.088
9450 Haaltert,House,Residence,486364,for sale,3.0,147.0,None,None,None,None,None,None,678.0,4.0,None,New,2.0,1.6,0.049
1180 Ukkel,Apartment,Apartment,617500,for sale,3.0,126.0,None,None,1.0,36.0,1.0,None,None,3.0,None,New,4.0,0.814,0.306
2018 Antwerp,House,Residence,1095000,for sale,7.0,364.0,None,0.0,1.0,None,1.0,30.0,None,None,None,Normal,4.0,1.4,0.33
1070 Anderlecht,House,Residence,625000,for sale,4.0,200.0,1.0,None,1.0,14.0,1.0,101.0,None,2.0,0.0,New,2.0,1.9,0.115
8720 Dentergem,House,Residence,375000,for sale,4.0,306.0,None,None,1.0,None,1.0,80.0,267.0,None,None,Fully renovated,None,6.2,0.316
8680 Koekelare,House,Residence,310000,for sale,3.0,150.0,None,None,1.0,None,1.0,None,185.0,2.0,0.0,None,1.0,8.5,0.15
3620 Lanaken,House,Residence,799000,for sale,4.0,369.0,None,0.0,1.0,None,1.0,None,1565.0,4.0,1.0,Normal,None,11.6,0.007
4680 Oupeye,House,Residence,725000,for sale,3.0,250.0,1.0,None,1.0,73.0,1.0,None,1113.0,4.0,None,Excellent,3.0,7.3,0.182
1653 Dworp,Apartment,Duplex,325000,for sale,3.0,135.0,1.0,0.0,0.0,None,0.0,None,None,3.0,0.0,Normal,2.0,3.8,0.413
3945 Ham,Apartment,Apartment,279000,for sale,2.0,90.0,None,0.0,1.0,None,0.0,None,None,None,None,Normal,None,5.0,0.167
7860 Lessines,House,Residence,88000,for sale,2.0,110.0,None,0.0,0.0,None,0.0,None,None,None,None,To be renovated,None,0.305,0.05
6280 Gerpinnes,House,Mixed Building,2100000,for sale,12.0,3500.0,1.0,None,1.0,85.0,1.0,4000.0,48303.0,4.0,0.0,Excellent,9.0,8.8,0.09
6840 Neufchâteau,House,Residence,130000,for sale,5.0,140.0,None,0.0,1.0,25.0,1.0,None,630.0,3.0,None,To be renovated,None,6.1,0.036
1600 Sint-Pieters-Leeuw,House,Residence,531735,for sale,3.0,185.0,None,None,None,None,None,None,1033.0,4.0,None,New,2.0,3.5,0.429
6230 Pont-à-Celles,House,Residence,150000,for sale,9.0,405.0,None,None,1.0,None,1.0,300.0,None,2.0,None,To be renovated,None,0.281,0.144
1300 Wavre,House,Residence,245000,for sale,3.0,75.0,None,0.0,1.0,None,1.0,None,540.0,3.0,None,None,None,0.815,0.147
1000 Brussels,Apartment,Studio,79000,for sale,0.0,42.0,None,0.0,0.0,None,0.0,None,None,2.0,0.0,To be renovated,1.0,0.68,0.118
5660 Couvin,House,Villa,265000,for sale,1.0,None,None,None,0.0,None,1.0,None,3500.0,4.0,None,Fully renovated,None,3.4,0.903
1700 Dilbeek,House,Residence,459000,for sale,3.0,214.0,None,0.0,1.0,30.0,1.0,None,1537.0,4.0,None,None,2.0,2.1,0.756
6230 Pont-à-Celles,House,Residence,270000,for sale,2.0,110.0,None,0.0,1.0,35.0,1.0,150.0,405.0,3.0,None,None,1.0,1.6,0.68
3600 Genk,Apartment,Apartment,224000,for sale,2.0,81.0,None,None,1.0,None,1.0,None,None,2.0,None,Excellent,1.0,0.846,0.127
1070 Anderlecht,House,Residence,1700000,for sale,1.0,None,None,0.0,1.0,None,1.0,None,None,None,None,Normal,1.0,1.3,0.105
5570 Felenne,House,Residence,205000,for sale,4.0,None,None,None,0.0,None,1.0,None,2314.0,4.0,None,None,None,11.7,0.186
4100 Seraing,House,Residence,129000,for sale,3.0,150.0,None,0.0,0.0,None,1.0,267.0,360.0,3.0,0.0,To renovate,1.0,0.81,0.099
2020 Antwerp,Apartment,Apartment,275000,for sale,2.0,None,None,None,1.0,None,0.0,None,None,None,None,None,1.0,1.2,0.036
4700 Eupen,House,Residence,25000,for sale,2.0,116.0,None,None,0.0,None,1.0,355.0,None,None,None,None,None,1.3,0.137
1030 Schaarbeek,Apartment,Apartment,199000,for sale,1.0,55.0,1.0,0.0,1.0,None,0.0,None,None,2.0,0.0,Normal,1.0,0.668,0.156
3870 Heers,House,Residence,275000,for sale,3.0,228.0,None,None,0.0,None,0.0,None,785.0,3.0,None,None,1.0,11.1,2.2
6700 Arlon,Apartment,Apartment,270000,for sale,1.0,75.0,None,0.0,1.0,5.0,0.0,None,None,2.0,0.0,Normal,1.0,1.8,0.59
1460 Ittre,House,Residence,397585,for sale,3.0,152.0,1.0,0.0,1.0,19.0,1.0,None,405.0,3.0,0.0,New,2.0,7.2,0.905
6700 Arlon,House,Cottage,715000,for sale,5.0,480.0,None,0.0,1.0,None,1.0,None,5000.0,4.0,0.0,To be renovated,1.0,4.7,0.639
4550 Nandrin,House,Residence,457301,for sale,3.0,187.0,None,None,None,None,1.0,None,1500.0,4.0,None,New,2.0,10.6,0.044
6987 Rendeux,House,Residence,425000,for sale,7.0,236.0,None,0.0,1.0,23.0,1.0,None,None,None,None,Normal,2.0,9.5,0.992
7300 Boussu,House,Residence,80000,for sale,2.0,119.0,None,0.0,1.0,None,1.0,None,300.0,2.0,None,To be renovated,1.0,1.4,0.783
1180 Ukkel,House,Villa,4000000,for sale,6.0,1173.0,1.0,0.0,1.0,None,1.0,5000.0,5705.0,4.0,1.0,Excellent,7.0,0.847,0.137
2170 Merksem,Apartment,Apartment,179000,for sale,2.0,89.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,0.662,0.186
4700 Eupen,House,Residence,379000,for sale,3.0,None,None,None,1.0,None,1.0,142.0,None,None,None,None,None,0.8,0.342
7700 Mouscron,House,Residence,94900,for sale,2.0,101.0,None,0.0,0.0,None,0.0,None,None,None,None,None,None,2.3,0.303
3581 Beverlo,House,Residence,375000,for sale,4.0,188.0,None,None,1.0,12.0,1.0,None,1263.0,2.0,None,None,2.0,1.8,0.099
6700 Arlon,House,Residence,720000,for sale,8.0,363.0,None,0.0,1.0,None,1.0,None,511.0,2.0,None,Normal,3.0,0.695,0.173
5190 Moustier-Sur-Sambre,Apartment,Apartment,185000,for sale,2.0,None,1.0,0.0,1.0,33.0,0.0,None,None,None,None,Normal,1.0,1.9,0.292
6567 Labuissière,House,Residence,487090,for sale,4.0,204.0,None,None,None,None,1.0,None,2005.0,4.0,None,New,2.0,0.172,0.039
5570 Beauraing,House,Residence,90000,for sale,1.0,None,None,None,None,None,None,None,933.0,4.0,0.0,To restore,None,5.3,0.476
2170 Merksem,Apartment,Apartment,225000,for sale,2.0,90.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,1.7,0.58
None,Apartment,Apartment,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2100 Deurne,House,Residence,345000,for sale,7.0,190.0,None,None,0.0,None,0.0,None,100.0,2.0,None,None,None,2.6,0.268
9500 Geraardsbergen,Apartment,Apartment,610000,for sale,4.0,403.0,None,None,None,None,None,None,None,2.0,None,Normal,None,1.2,0.222
5351 Haillot,House,Residence,425000,for sale,4.0,200.0,None,0.0,1.0,30.0,1.0,None,1170.0,4.0,None,None,2.0,9.0,0.046
9700 Oudenaarde,House,Master House,499500,for sale,6.0,450.0,1.0,None,1.0,None,1.0,None,240.0,4.0,0.0,To renovate,2.0,1.2,0.427
9990 Maldegem,House,Residence,399000,for sale,3.0,175.0,None,None,1.0,None,1.0,None,322.0,None,None,New,None,None,0.858
1410 Waterloo,House,Residence,990000,for sale,5.0,400.0,1.0,0.0,1.0,7.0,1.0,1200.0,1799.0,4.0,0.0,To renovate,4.0,1.6,0.267
2830 Willebroek,Apartment,Apartment,269000,for sale,2.0,88.0,None,0.0,1.0,20.0,1.0,None,None,2.0,None,Normal,1.0,0.359,0.031
5542 Blaimont,House,Cottage,60000,for sale,2.0,45.0,None,1.0,1.0,20.0,1.0,295.0,None,None,None,Normal,2.0,10.3,4.9
3650 Dilsen-Stokkem,Apartment,Loft,292340,for sale,2.0,91.0,None,None,1.0,15.0,0.0,None,None,None,None,None,None,None,0.171
2490 Balen,House,Residence,239000,for sale,4.0,165.0,None,0.0,0.0,None,0.0,None,1067.0,None,None,To be renovated,1.0,4.4,1.8
7760 Celles,Apartment,Duplex,285000,for sale,3.0,125.0,1.0,None,1.0,None,0.0,None,None,4.0,0.0,Excellent,1.0,None,0.326
6990 Hotton,House,Residence,450000,for sale,6.0,362.0,1.0,0.0,1.0,25.0,1.0,2314.0,2976.0,3.0,0.0,None,3.0,0.947,0.203
1390 Archennes,House,Residence,275000,for sale,2.0,120.0,1.0,0.0,1.0,None,1.0,None,370.0,None,None,None,2.0,0.276,0.094
1080 Sint-Jans-Molenbeek,Apartment,Duplex,269000,for sale,3.0,103.0,None,0.0,1.0,None,0.0,None,None,2.0,None,None,2.0,1.1,0.087
8800 Roeselare,House,Residence,215000,for sale,2.0,123.0,1.0,0.0,1.0,16.0,1.0,16.0,95.0,2.0,0.0,To be renovated,1.0,0.838,0.077
9000 Gent,Apartment,Apartment,249000,for sale,1.0,54.0,1.0,0.0,0.0,None,0.0,None,None,2.0,0.0,Normal,1.0,1.9,0.096
9950 Waarschoot,Apartment,Apartment,345000,for sale,3.0,110.0,None,None,1.0,2.0,None,None,None,None,None,None,2.0,0.479,0.199
8500 Kortrijk,Apartment,Apartment,695000,for sale,3.0,172.0,None,0.0,1.0,39.0,0.0,None,None,None,None,None,2.0,0.459,0.086
5377 Hogne,House,Residence,199000,for sale,2.0,86.0,None,0.0,0.0,None,1.0,1160.0,1160.0,4.0,None,Fully renovated,1.0,3.7,0.026
6040 Jumet,Apartment,Apartment,150000,for sale,1.0,75.0,None,0.0,0.0,None,1.0,None,None,None,None,To be renovated,1.0,2.7,0.074
9300 Aalst,House,Residence,329000,for sale,3.0,218.0,None,0.0,1.0,30.0,1.0,120.0,None,None,None,Excellent,2.0,2.8,0.339
None,House,Residence,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2950 Kapellen,House,Residence,549000,for sale,4.0,192.0,None,0.0,1.0,None,1.0,None,130.0,2.0,None,New,2.0,0.645,0.45
9681 Nukerke,House,Residence,400000,for sale,3.0,135.0,None,None,1.0,None,1.0,350.0,415.0,3.0,0.0,New,2.0,6.2,0.66
1490 Court-Saint-Étienne,House,Residence,399000,for sale,4.0,130.0,None,0.0,1.0,17.0,1.0,None,1130.0,4.0,None,Normal,1.0,0.499,0.166
5500 Dinant,House,Residence,135000,for sale,4.0,123.0,None,0.0,0.0,None,0.0,None,None,2.0,None,To renovate,2.0,0.776,0.024
1200 Sint-Lambrechts-Woluwe,Apartment,Apartment,280000,for sale,1.0,70.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,2.8,0.095
3670 Oudsbergen,House,Residence,450000,for sale,3.0,271.0,None,None,1.0,None,1.0,None,4998.0,4.0,None,None,None,None,1.1
1380 Lasne,Apartment,Apartment,330000,for sale,2.0,78.0,None,0.0,1.0,6.0,0.0,None,None,2.0,None,Excellent,1.0,5.3,0.156
9890 Gavere,House,Residence,389000,for sale,3.0,174.0,1.0,0.0,1.0,9.0,1.0,15.0,198.0,3.0,0.0,New,3.0,1.6,0.178
1730 Asse,Apartment,Apartment,370404,for sale,2.0,116.0,1.0,0.0,1.0,43.0,None,None,None,None,None,New,None,1.1,0.079
1030 Schaarbeek,House,Residence,285000,for sale,2.0,91.0,None,0.0,0.0,None,0.0,None,38.0,2.0,0.0,To be renovated,4.0,1.2,0.217
6690 Vielsalm,House,Residence,219000,for sale,2.0,89.0,1.0,0.0,1.0,None,1.0,421.0,421.0,3.0,0.0,Normal,None,1.8,0.591
9940 Evergem,House,Villa,599000,for sale,4.0,250.0,1.0,0.0,1.0,None,1.0,None,552.0,4.0,None,Excellent,3.0,1.2,0.243
3650 Dilsen-Stokkem,House,Residence,249000,for sale,3.0,131.0,None,0.0,1.0,None,1.0,None,866.0,3.0,None,None,None,None,2.1
8940 Wervik,House,Cottage,None,for sale,3.0,297.0,1.0,0.0,1.0,None,1.0,None,17000.0,4.0,1.0,Normal,None,None,None
3040 Sint-Agatha-Rode,House,Cottage,610000,for sale,3.0,192.0,None,0.0,1.0,None,1.0,None,669.0,4.0,None,New,2.0,1.9,0.207
8870 Izegem,House,Bungalow,375000,for sale,3.0,246.0,1.0,0.0,1.0,None,1.0,828.0,1074.0,4.0,0.0,Normal,2.0,2.9,1.8
6041 Gosselies,House,Residence,229000,for sale,6.0,214.0,1.0,None,1.0,40.0,1.0,403.0,537.0,2.0,0.0,Normal,2.0,2.4,0.153
7090 Braine-le-Comte,Apartment,Penthouse,432900,for sale,3.0,136.0,None,None,1.0,78.0,1.0,134.0,None,3.0,None,None,None,0.472,0.274
2150 Borsbeek,Apartment,Apartment,259000,for sale,2.0,85.0,None,0.0,1.0,None,0.0,None,None,2.0,None,Normal,1.0,3.9,0.802
9890 Gavere,Apartment,Duplex,447375,for sale,3.0,148.0,1.0,0.0,1.0,11.0,None,None,None,4.0,None,New,1.0,1.7,0.259
3580 Beringen,House,Residence,525000,for sale,3.0,194.0,None,0.0,0.0,None,0.0,None,663.0,3.0,None,Normal,None,3.7,0.972
9032 Wondelgem,Apartment,Apartment,245000,for sale,2.0,89.0,1.0,0.0,1.0,None,None,None,None,4.0,0.0,Normal,1.0,1.1,0.259
1190 Vorst,House,Residence,850000,for sale,4.0,200.0,1.0,0.0,1.0,20.0,1.0,130.0,233.0,3.0,0.0,Excellent,3.0,0.9,0.113
6870 Awenne,House,Residence,109000,for sale,2.0,125.0,None,0.0,1.0,None,0.0,None,170.0,2.0,None,To be renovated,1.0,3.3,0.094
5060 Arsimont,House,Residence,215000,for sale,3.0,201.0,1.0,None,1.0,None,1.0,None,430.0,3.0,None,Normal,2.0,2.3,0.57
8900 Ieper,Apartment,Apartment,378000,for sale,2.0,105.0,None,None,1.0,None,0.0,None,None,2.0,None,New,1.0,0.945,0.266
1140 Evere,Apartment,Apartment,325000,for sale,2.0,95.0,1.0,0.0,1.0,1.0,None,None,None,2.0,0.0,Normal,2.0,1.6,0.13
None,Apartment,Apartment,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1020 Laken,Apartment,Apartment,209000,for sale,2.0,90.0,None,None,1.0,7.0,0.0,None,None,2.0,None,None,None,0.647,0.095
9572 Sint-Martens-Lierde,House,Residence,485000,for sale,5.0,382.0,None,0.0,1.0,20.0,1.0,175.0,None,4.0,None,Normal,2.0,1.6,0.084
2550 Kontich,Apartment,Apartment,315000,for sale,3.0,103.0,None,0.0,1.0,None,1.0,None,None,4.0,None,Normal,None,2.7,1.2
5080 La Bruyère,House,Residence,315000,for sale,3.0,128.0,1.0,None,1.0,7.0,1.0,833.0,833.0,4.0,0.0,Normal,2.0,7.0,0.262
5580 Wavreille,House,Residence,459000,for sale,3.0,231.0,None,0.0,1.0,40.0,1.0,3638.0,3638.0,4.0,None,None,2.0,3.2,0.761
6220 Fleurus,House,Residence,270000,for sale,3.0,100.0,None,0.0,0.0,None,1.0,None,390.0,4.0,None,To be renovated,1.0,1.3,0.576
2830 Willebroek,House,Residence,528000,for sale,4.0,175.0,None,None,1.0,None,1.0,None,350.0,2.0,None,None,2.0,1.8,0.515
4101 Jemeppe,House,Residence,189000,for sale,4.0,165.0,1.0,0.0,1.0,18.0,0.0,None,96.0,2.0,0.0,Excellent,2.0,0.652,0.155
5660 Mariembourg,House,Residence,800000,for sale,None,1000.0,None,None,None,None,None,None,12073.0,4.0,None,None,None,0.38,0.133
5170 Profondeville,House,Residence,479000,for sale,3.0,206.0,None,0.0,1.0,100.0,1.0,210.0,1080.0,4.0,0.0,None,2.0,4.1,0.273
7090 Braine-le-Comte,House,Residence,295000,for sale,4.0,175.0,1.0,0.0,1.0,13.0,1.0,483.0,570.0,3.0,0.0,Normal,2.0,0.472,0.274
2800 Mechelen,Apartment,Apartment,249000,for sale,1.0,90.0,None,None,0.0,None,0.0,None,None,2.0,None,None,1.0,0.926,0.135
1050 Elsene,Apartment,Apartment,575000,for sale,2.0,145.0,None,0.0,1.0,2.0,0.0,None,None,3.0,None,To be renovated,1.0,1.2,0.35
2200 Herentals,House,Residence,520000,for sale,3.0,227.0,None,None,1.0,None,1.0,None,414.0,3.0,None,New,2.0,2.3,2.1
7012 Jemappes,House,Residence,129000,for sale,2.0,107.0,1.0,0.0,1.0,None,0.0,None,None,2.0,0.0,Normal,1.0,2.4,0.019
7090 Braine-le-Comte,Apartment,Apartment,340000,for sale,2.0,None,None,0.0,1.0,None,1.0,None,None,None,None,Normal,1.0,0.472,0.274
1340 Ottignies,House,Villa,745000,for sale,4.0,None,None,0.0,1.0,None,1.0,1700.0,1700.0,4.0,1.0,Excellent,None,0.883,0.06
9100 Sint-Niklaas,House,Residence,315000,for sale,3.0,128.0,None,None,1.0,13.0,0.0,None,88.0,None,None,Normal,None,0.775,0.374
5540 Hastière,House,Villa,399000,for sale,7.0,235.0,None,0.0,1.0,33.0,1.0,692.0,None,None,None,Excellent,2.0,9.2,0.165
1060 Sint-Gillis,Apartment,Ground Floor,485000,for sale,2.0,145.0,None,0.0,0.0,None,1.0,45.0,None,2.0,None,Normal,None,1.5,0.113
1750 Lennik,House,Villa,799000,for sale,3.0,226.0,None,None,1.0,60.0,1.0,600.0,843.0,4.0,None,None,2.0,7.8,0.106
2180 Ekeren,House,Residence,484000,for sale,4.0,231.0,None,0.0,1.0,None,1.0,None,300.0,3.0,None,Normal,3.0,2.4,0.156
1457 Walhain,House,Residence,275000,for sale,3.0,115.0,None,0.0,0.0,None,0.0,None,98.0,3.0,None,To renovate,2.0,3.9,0.359
4000 Liege,Apartment,Ground Floor,159000,for sale,2.0,69.0,None,0.0,1.0,11.0,0.0,None,None,2.0,None,Normal,1.0,0.48,0.108
2610 Wilrijk,Apartment,Apartment,166000,for sale,1.0,65.0,None,0.0,1.0,3.0,0.0,None,None,2.0,None,Normal,1.0,1.9,0.136
2640 Mortsel,Apartment,Apartment,214500,for sale,1.0,71.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,1.3,2.1
7090 Braine-le-Comte,Apartment,Apartment,277070,for sale,2.0,84.0,None,None,1.0,11.0,0.0,None,None,4.0,None,None,None,0.472,0.274
4800 Petit-Rechain,House,Bungalow,299000,for sale,2.0,78.0,1.0,None,1.0,6.0,1.0,220.0,632.0,4.0,None,To be renovated,None,4.5,0.008
8600 Diksmuide,Apartment,Apartment,239500,for sale,2.0,100.0,1.0,None,1.0,9.0,0.0,None,None,None,None,None,1.0,0.773,0.135
5540 Hastière,House,Mixed Building,215000,for sale,3.0,None,None,0.0,1.0,None,1.0,None,468.0,3.0,None,To renovate,None,8.4,0.005
3202 Rillaar,House,Residence,215000,for sale,3.0,155.0,None,None,0.0,None,0.0,None,759.0,3.0,None,None,None,5.2,0.027
1050 Elsene,Apartment,Apartment,1290000,for sale,3.0,221.0,None,None,1.0,None,0.0,None,None,2.0,None,Excellent,4.0,0.995,0.239
2300 Turnhout,Apartment,Apartment,192000,for sale,1.0,59.0,None,0.0,1.0,6.0,0.0,None,None,3.0,None,New,1.0,1.3,0.167
4600 Visé,House,Residence,279000,for sale,5.0,171.0,None,None,1.0,24.0,1.0,None,345.0,2.0,None,None,2.0,0.422,0.277
1000 Brussels,Apartment,Studio,135000,for sale,None,35.0,None,None,0.0,None,0.0,None,None,1.0,None,Excellent,None,0.409,0.205
1950 Kraainem,House,Residence,245000,for sale,2.0,125.0,None,0.0,0.0,None,1.0,30.0,118.0,2.0,None,To be renovated,1.0,2.8,0.191
2990 Wuustwezel,House,Residence,400936,for sale,3.0,174.0,None,None,None,None,1.0,None,None,2.0,None,None,None,4.9,0.702
6040 Jumet,Apartment,Apartment,80000,for sale,2.0,120.0,None,0.0,1.0,None,0.0,None,None,None,None,None,1.0,2.7,0.022
2150 Borsbeek,House,Residence,299000,for sale,2.0,95.0,None,None,0.0,None,1.0,None,None,2.0,None,None,1.0,3.7,0.102
1180 Ukkel,Apartment,Apartment,320000,for sale,2.0,111.0,1.0,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,1.4,0.176
1160 Oudergem,Apartment,Apartment,545000,for sale,2.0,91.0,None,None,1.0,14.0,1.0,None,None,2.0,None,New,3.0,2.1,0.429
1140 Evere,Apartment,Studio,199000,for sale,0.0,43.0,None,0.0,1.0,8.0,0.0,None,None,2.0,0.0,Excellent,1.0,1.0,0.677
9000 Gent,House,Residence,420000,for sale,3.0,127.0,None,None,1.0,None,1.0,None,85.0,2.0,None,None,None,3.6,0.351
3500 Hasselt,House,Residence,310451,for sale,3.0,140.0,None,0.0,0.0,None,0.0,None,471.0,3.0,None,New,2.0,3.2,0.112
1000 Brussels,Apartment,Apartment,274000,for sale,1.0,42.0,None,None,1.0,None,1.0,None,None,None,None,Normal,None,0.9,0.011
1080 Sint-Jans-Molenbeek,Apartment,Apartment,245000,for sale,2.0,70.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,1.0,1.3,0.306
2060 Antwerp,Apartment,Apartment,265000,for sale,2.0,105.0,None,0.0,0.0,None,0.0,None,None,2.0,None,Normal,2.0,0.519,0.264
4040 Herstal,Apartment,Apartment,150000,for sale,2.0,None,None,None,1.0,None,0.0,None,None,None,None,Normal,None,0.973,0.089
6800 Libramont,House,Mixed Building,599000,for sale,8.0,None,None,0.0,1.0,None,1.0,360.0,881.0,2.0,None,Normal,None,0.315,0.231
8900 Ieper,Apartment,Apartment,310000,for sale,2.0,90.0,None,None,1.0,None,1.0,None,None,2.0,None,New,1.0,0.945,0.266
5364 Schaltin,House,Residence,370000,for sale,4.0,175.0,1.0,None,1.0,None,1.0,None,1163.0,4.0,None,None,2.0,6.4,0.042
8300 Knokke-Heist,House,Villa,700000,in public sale,2.0,None,None,None,0.0,None,1.0,None,828.0,None,None,None,None,1.9,0.669
1050 Elsene,Apartment,Duplex,780000,for sale,2.0,155.0,1.0,0.0,1.0,17.0,0.0,None,None,2.0,0.0,None,None,0.286,0.193
7170 Manage,House,Residence,179000,for sale,4.0,150.0,None,None,1.0,39.0,1.0,156.0,None,2.0,None,Normal,None,0.982,1.2
3582 Koersel,House,Villa,1245000,for sale,4.0,347.0,1.0,0.0,1.0,None,1.0,None,1463.0,4.0,1.0,Excellent,3.0,4.0,1.5
1030 Schaarbeek,House,Residence,1200000,for sale,5.0,452.0,1.0,0.0,1.0,None,1.0,295.0,515.0,2.0,0.0,To be renovated,3.0,1.1,0.148
2018 Antwerp,House,Master House,769000,for sale,4.0,272.0,None,0.0,1.0,None,1.0,29.0,137.0,2.0,None,Normal,2.0,0.668,0.183
9230 Wetteren,House,Residence,419500,for sale,3.0,126.0,1.0,0.0,1.0,12.0,1.0,14.0,152.0,2.0,0.0,New,2.0,1.2,0.322
7370 Blaugies,House,Villa,425000,for sale,3.0,260.0,None,None,1.0,22.0,1.0,906.0,1093.0,4.0,1.0,Normal,2.0,7.0,0.097
2140 Borgerhout,Apartment,Apartment,279000,for sale,2.0,83.0,None,0.0,1.0,30.0,0.0,None,None,2.0,None,Normal,1.0,1.6,0.168
None,House,Residence,None,for sale,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1080 Sint-Jans-Molenbeek,Apartment,Apartment,199000,for sale,2.0,114.0,1.0,0.0,1.0,12.0,0.0,None,None,2.0,0.0,To renovate,1.0,1.3,0.184
6250 Pont-de-Loup,Apartment,Duplex,199000,for sale,3.0,96.0,None,None,1.0,28.0,0.0,None,None,2.0,None,None,None,1.1,0.169
7130 Binche,House,Residence,149000,for sale,2.0,107.0,1.0,0.0,0.0,None,0.0,None,55.0,3.0,None,Normal,2.0,5.0,0.514
5650 Yves-Gomezée,House,Residence,350000,for sale,3.0,186.0,None,0.0,1.0,None,1.0,None,891.0,4.0,None,Normal,3.0,1.2,1.0
3140 Keerbergen,House,Residence,315000,for sale,3.0,133.0,None,None,1.0,None,0.0,None,1435.0,4.0,None,None,None,6.7,1.4
1140 Evere,Apartment,Duplex,292500,for sale,5.0,130.0,None,0.0,0.0,None,0.0,None,None,None,None,To be renovated,2.0,1.0,0.677
2460 Tielen,House,Residence,319000,for sale,3.0,213.0,None,0.0,1.0,None,1.0,None,567.0,2.0,None,To be renovated,1.0,0.418,0.137
3320 Hoegaarden,House,Residence,298000,for sale,3.0,131.0,None,None,1.0,None,1.0,None,800.0,4.0,None,None,1.0,5.8,0.233
1730 Asse,House,Villa,790000,for sale,4.0,205.0,None,None,1.0,None,1.0,1.0,2474.0,None,None,Normal,None,2.8,0.334
7500 Tournai,Apartment,Apartment,159000,for sale,1.0,85.0,None,0.0,0.0,None,0.0,None,None,None,None,Excellent,1.0,1.9,0.215
3920 Lommel,House,Residence,219000,for sale,3.0,154.0,None,None,1.0,None,1.0,None,None,3.0,None,To be renovated,None,2.5,0.678
2660 Hoboken,Apartment,Apartment,165000,for sale,2.0,76.0,None,0.0,1.0,None,0.0,None,None,2.0,None,To be renovated,1.0,2.0,0.529
8670 Koksijde,Apartment,Apartment,85000,for sale,1.0,26.0,None,1.0,None,None,None,None,None,None,None,None,None,5.2,0.252
7333 Tertre,House,Residence,110000,for sale,2.0,81.0,None,None,1.0,None,1.0,159.0,282.0,2.0,None,To renovate,1.0,3.6,0.085
4780 Saint-Vith,House,Residence,240000,for sale,2.0,100.0,None,None,0.0,None,1.0,None,576.0,3.0,None,Normal,1.0,None,0.303
8800 Roeselare,House,Residence,305450,for sale,3.0,162.0,None,None,0.0,None,1.0,None,180.0,2.0,None,New,None,0.84,0.082
2440 Geel,Apartment,Apartment,314000,for sale,2.0,103.0,None,None,1.0,11.0,1.0,None,None,None,None,New,None,0.056,0.116
8710 Wielsbeke,House,Residence,289500,for sale,3.0,175.0,None,None,None,None,None,None,338.0,2.0,0.0,None,None,3.7,0.235
7608 Wiers,House,Residence,50000,for sale,2.0,90.0,None,0.0,0.0,None,1.0,366.0,430.0,2.0,0.0,To be renovated,1.0,2.9,0.27
9550 Herzele,House,Residence,395000,for sale,4.0,205.0,None,0.0,0.0,None,1.0,None,538.0,None,None,Normal,2.0,0.362,0.44
3800 Sint-Truiden,House,Residence,359000,for sale,3.0,145.0,None,None,1.0,None,1.0,None,335.0,None,None,None,None,7.5,1.3
2520 Ranst,Apartment,Apartment,449000,for sale,3.0,112.0,None,0.0,1.0,46.0,0.0,None,None,4.0,None,Normal,1.0,6.4,0.214
1310 La Hulpe,House,Residence,645000,for sale,7.0,302.0,None,0.0,1.0,10.0,1.0,1280.0,1280.0,4.0,0.0,To be renovated,3.0,0.403,0.096
9220 Hamme,Apartment,Apartment,249000,for sale,2.0,74.0,None,0.0,1.0,None,1.0,75.0,None,3.0,None,Normal,1.0,7.7,0.304
5640 Mettet,House,Residence,320000,for sale,3.0,132.0,None,0.0,1.0,None,1.0,None,335.0,2.0,None,None,2.0,None,1.1
